
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Нова
status_effect_withdrawal				Ломка
status_effect_tazed                     Отримав удар електрошокером
status_effect_overdosed                 Передозування
status_effect_surrendered               Здався
status_effect_calming                   Заспокоєння
status_effect_angst                     Сердитий
status_effect_wounded                   Стікає кров'ю
status_effect_virus                     Хворий
status_effect_virusdeadly               Хворий
status_effect_overheating               Перегрівання
status_effect_exposure                  Незахищеність
status_effect_foodpoisoning             Харчове отруєння
status_effect_riledup                   Розлючений

condition_treated                       Вилікуваний
condition_needstreating                 Потребує лікування

experience_totaltime                    Загальний час
experience_misconduct                   Порушення порядку
experience_lockeddown                   Зачинення
experience_regime                       Режим
experience_sleep                        Сон
experience_work                         Робота
experience_class                        Навчання
experience_freetime                     Вільний час
experience_moodbad                      Поганий
experience_moodnormal                   Нормальний
experience_moodgood                     Добрий
experience_nocondition                  Немає
experience_kod                          У відключці
experience_hurt                         Пошкоджений
experience_suppressed                   Пригнічений
experience_intoxicated                  Інтоксикація
experience_wellfed                      Ситий
experience_exercise                     Фізичні вправи

need_name_nothing                       Нічого
need_name_bladder                       Відлити
need_name_bowels                        Випорожнитися
need_name_sleep                         Сон
need_name_food                          Харчування
need_name_safety                        Безпека
need_name_hygiene                       Гігієна
need_name_exercise                      Фізичні вправи
need_name_family                        Родина
need_name_recreation                    Відпочинок
need_name_comfort                       Комфорт
need_name_environment                   Добре середовище
need_name_privacy                       Приватність
need_name_freedom                       Свобода
need_name_clothing                      Одяг
need_name_drugs                         Наркотики
need_name_alcohol                       Алкоголь
need_name_starving                      Відсутність голоду
need_name_spirituality                  Духовність
need_name_literacy                      Література
need_name_babysleep                     [Дитина] Сон
need_name_babyplay                      [Дитина] Гра
need_name_warmth                        Тепло
need_name_staffbladder                  Міхур
need_name_staffbowels                   Травний тракт
need_name_stafffood                     Їжа
need_name_staffsafety                   Безпека
need_name_staffrecreation               Відпочинок
need_name_staffcomfort                  Комфорт
need_name_staffenvironment              Середовище
need_name_staffrest                     Перепочинок
need_name_staffwarmth                   Тепло
need_name_luxuries                      Розкіш
needs_locked                            (Для визначення потреб потрібен Психолог)
needs_title                             =[Потреби]=

needs_total_prisoners                   В'язнів мають цю потребу: *X
needs_total_concerned                   В'язнів турбує ця потреба: *X
needs_total_desperate                   В'язнів прагнуть задоволення цієї потреби: *X
needs_total_angry                       В'язні розлючені через незадоволення цієї потреби: *X
needs_total_active                      В'язнів наразі займаються цією потребою: *X

needs_total_staff                       Працівників мають цю потребу: *X
needs_total_concerned_staff             Працівників турбує ця потреба: *X
needs_total_desperate_staff             Працівників прагнуть задоволення цієї потреби: *X
needs_total_angry_staff                 Працівників розлючені через незадоволення цієї потреби: *X
needs_total_active_staff                Працівників наразі займаються цією потребою: *X

needs_help_bladder                      Всім потрібен туалет, навіть в'язням. Не треба забувати, що тюремний режим є доволі суворим, наприклад в'язні не можуть користуватися туалетом, якщо вони мають перебувати у душі.
needs_help_bowels                       Всім потрібен туалет, навіть в'язням. Не треба забувати, що тюремний режим є доволі суворим, наприклад в'язні не можуть користуватися туалетом, якщо вони мають перебувати у душі.
needs_help_sleep                        В'язням треба спати. В'язні можуть спати лише в камерах, до яких вони призначені, і лише з 8 вечора до 8 ранку. Вочевидь, їм потрібні нари.
needs_help_food                         Кожен має їсти, а дехто бажає їсти кілька разів на добу. Якщо ваша кухня не справляється з потребами, спробуйте найняти ще кухарів або збільшити кількість плит на кухні. Також ви можете налаштувати правила щодо харчування на вкладці Правила у вікні Звіти.
needs_help_safety                       Навіть у в'язниці в'язням потрібна безпека. Якщо у в'язниці багато бійок або загальний рівень небезпеки є високим, в'язні почуватимуться в небезпеці й озброюватимуться. Якщо це стане проблемою, спробуйте підвищити безпеку у в'язниці, найнявши ще охоронців, створивши ще патрулі або задовольнивши інші потреби в'язнів.
needs_help_hygiene                      Більшість в'язнів бажає регулярно митися, особливо вранці після прокидання. Режим душу примусить тих в'язнів, у кого немає персонального душу, піти до найближчої душової. Якщо це стане проблемою, спробуйте збільшити кількість душів або додати вільний час, щоб в'язні могли помитися.
needs_help_environment                  В'язням не подобається проживати у бруді, а це дуже вірогідно, коли багато осіб користуються спільними об'єктами. Найміть кілька прибиральників або пошліть в'язнів працювати в коморі, щоб трохи прибратися.
needs_help_privacy                      Іноді в'язням потрібен особистий час. Це не проблема, коли вони перебувають у своїх камерах, проте якщо вони мешкають у бараках з багатьма іншими в'язнями, там важко побути наодинці.
needs_help_clothing                     Час від часу в'язням потрібен чистий одяг, навіть якщо це простий комбінезон. Цю мрію легко перетворити на реальність, якщо облаштувати пральню та найняти прибиральників чи призначити в'язнів до роботи.
needs_help_drugs                        Багато в'язнів мають проблеми з наркозалежністю, деякі саме через це опинилися у в'язниці. Ви можете допомогти подолати цю проблему, запровадивши курс лікування від наркозалежності в лазареті.
needs_help_alcohol                      Багато в'язнів страждають від алкоголізму й роблять все можливе, щоб роздобути спиртні напої. Ви можете спробувати подолати це, запровадивши групову терапію для алкоголіків.
needs_help_spirituality                 Багато хто вірить в різних богів. Ви можете допомогти в'язням задовольнити свою релігійні потреби за допомогою лав або молитовних килимків, але якщо ви побудуєте каплицю або запровадите курс «Духовний шлях», це призведе до чудових наслідків, і в'язні навіть стануть спокійнішими.
needs_help_warmth                       Ніхто не бажає мерзнути, проте природі на це начхати. Якщо встановити у в'язниці радіатори, холод більше не буде проблемою.
needs_help_babysleep                    Дітям треба спати більше, ніж звичайним в'язням. Якщо у ваших в'язнів є діти, їх треба забезпечити дитячими ліжками.
needs_help_babyplay                     Дітям потрібен розвиток та розваги. Якщо у ваших в'язнів є діти, їх треба забезпечити килимками в доступних місцях.

needs_help_staffbladder                 Навіть вашим працівникам час від часу потрібен туалет. Під час перерви вони робитимуть, що забажають.
needs_help_staffbowels                  Навіть вашим працівникам час від часу потрібен туалет. Під час перерви вони робитимуть, що забажають.
needs_help_stafffood                    Працівникам потрібно їсти, вони це робитимуть в службових їдальнях або підсобках. Працівникам будуть доставляти їжу, тому їм не треба бути їсти ту ж баланду, що і в'язні.
needs_help_staffsafety                  Навіть працюючи у в'язниці, ваші працівники мають право на безпеку. Високий рівень небезпеки та постійні сутички сприяють відчуттю незахищеності, однак цьому можна протиставити покращене оснащення охоронців.
needs_help_staffrecreation              Ваші працівники витрачають багато часу у в'язниці та час від часу потребують деяких розваг. В нагоді може стати телевізор або радіо у підсобці.
needs_help_staffcomfort                 Більшість працівників проводить цілий день на ногах; іноді вони бажають відпочити. Якщо надати їм місце, де можна посидіти під час перерви, вони зможуть перепочити.
needs_help_staffenvironment             Працівники не бажають працювати в брудній в'язниці, де живуть в'язні. Якщо підтримувати чистоту у в'язниці, проблем не виникне.
needs_help_staffrest                    Працівникам потрібні перерви протягом дня, щоб відновити сили. Вони люблять відпочивати в окремому приміщенні для персоналу

reputation_title                        Репутація
reputation_hidden                       (Невідомо)
reputation_hidden_short                 ???

reputation_legendary                    --ЛЕГЕНДАРНИЙ--
reputation_strong                       Сильний
reputation_tough                        Жорсткий
reputation_volatile                     Непередбачуваний
reputation_snitch                       Стукач
reputation_deadly                       Смертельно небезпечний
reputation_stoical                      Стійкий
reputation_fearless                     Відважний
reputation_exlaw                        Був копом
reputation_copkiller                    Вбивця копів
reputation_quick                        Швидкий
reputation_instigator                   Підбурювач
reputation_fighter                      Майстерний боєць
reputation_gangmember                   Член банди
reputation_federalwitness               Федеральний свідок
reputation_preacher                     Священик
reputation_connected                    Зі зв'язками
reputation_workaholic                   Працеголик
reputation_clean                        Чистий
reputation_pickpocket                   Кишеньковий злодій
reputation_copycat                      Крадіжка особистих даних
reputation_dangerous                    Небезпечно
reputation_escapeartist                 Втікач-рецидивіст

reputation_strong_high                  Надзвичайно сильний
reputation_tough_high                   Надзвичайно жорсткий
reputation_volatile_high                Надзвичайно непередбачуваний
reputation_deadly_high                  Надзвичайно небезпечний
reputation_exlaw_high                   Був охоронцем у в'язниці
reputation_quick_high                   Надзвичайно швидкий
reputation_fighter_high                 Надзвичайний боєць
reputation_connected_high               З корисними зв'язками
reputation_dangerous_high               Надзвичайно небезпечний

reputation_legendary_high               --ЛЕГЕНДАРНИЙ--
reputation_snitch_high                  Стукач
reputation_stoical_high                 Стійкий
reputation_fearless_high                Відважний
reputation_copkiller_high               Вбивця копів
reputation_instigator_high              Підбурювач
reputation_gangmember_high              Член банди
reputation_federalwitness_high			Федеральний свідок
reputation_preacher_high                Священик
reputation_workaholic_high              Працеголик
reputation_clean_high                   Чистий
reputation_pickpocket_high              Кишеньковий злодій
reputation_copycat_high                 Крадіжка особистих даних
reputation_escapeartist_high            Втікач-рецидивіст

reputationtooltip_legendary             Цей в'язень є легендою кримінального світу та володіє численними навичками, що роблять його дуже небезпечним.
reputationtooltip_strong                З кожним ударом під час бійки вин стає міцнішим.
reputationtooltip_tough                 Дуже стійкий у найжорстокіших бійках. Іноді витримує навіть Електрошокер.
reputationtooltip_volatile              Схильний до неконтрольованих приступів люті.
reputationtooltip_stoical               Його не приборкати, зачинивши в карцері. Йому це байдуже.
reputationtooltip_snitch                Відомо, що він інформатор, тому його життю може загрожувати небезпека. Не залишай його надовго наодинці з іншими в'язнями.
reputationtooltip_deadly                Володіє смертельними прийомами і може вбивати єдиним ударом.
reputationtooltip_exlaw                 Раніше цей в'язень був поліцейським або іншим працівником правоохоронних органів. Його життя може бути у небезпеці.
reputationtooltip_copkiller             Засуджений за вбивство поліцейського. Охоронці можуть не стриматися, приборкуючи його.
reputationtooltip_fearless              Не боїться Озброєних охоронців і навряд чи підніме руки вгору під час бійки.
reputationtooltip_quick                 Фантастично швидко бігає.
reputationtooltip_instigator            Провокує інших на непокору. Коли він вчиняє заворушення, оточуючі в'язні повторюють за ним.
reputationtooltip_fighter               Майстерно володіє прийомами самооборони. Здатний роззброїти противника або навіть відібрати його зброю.
reputationtooltip_gangmember            Є членом банди. Захищає інших членів банди та ненавидить інші угрупування.
reputationtooltip_federalwitness        Є свідком у важливій справі, тому кримінальний авторитет та члени його банди бажають його позбавитися.
reputationtooltip_preacher              Цей в'язень має великий вплив на інших, він може долучити їх до свої релігії, надавши їм потребу в духовності.
reputationtooltip_connected             Цей в'язень скрізь має зв'язки – у в'язниці та за її межами. Вони можуть виробляти контрабанду практично з нічого.
reputationtooltip_workaholic            Цей в'язень приречений працювати, його не зупинити, доки не залишиться роботи, попри режим та навіть базові потреби.
reputationtooltip_clean                 Цей в'язень є фанатом чистоти, через це його потреба в гігієні значно підвищиться.
reputationtooltip_copycat               Цей в'язень може копіювати поведінку та дії сусідів, привласнюючи їхню репутацію.
reputationtooltip_dangerous             Цей в'язень шкодить оточуючим. Як? Чому? Ніхто не знає.
reputationtooltip_escapeartist          Цей в'язень є професійним втікачем та задля задоволення може вибратися з будь-чого. Завжди намагається поцупити ключі від в'язниці та втекти.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working                       Робота
nameplate_stationed                     На посту
nameplate_patrolling                    Патрулювання
nameplate_resting                       Відпочинок
nameplate_tired                         Втома
nameplate_injured                       Поранення
nameplate_unconscious                   Без свідомості
nameplate_dead                          МЕРТВИЙ
nameplate_released                      ЗВІЛЬНЕНИЙ
nameplate_researching                   Дослідження
nameplate_overdose                      ПЕРЕДОЗУВАННЯ
nameplate_starving                      НАДЗВИЧАЙНИЙ ГОЛОД
nameplate_wounded                       СТІКАЄ КРОВ'Ю


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Нагодувати всіх в'язнів
objective_caption_prisoners             В'язні
objective_caption_meals                 Харчування
objective_readceosletter                Прочитати лист Директора
objective_actionrequired                Звіти про нещасні випадки

objective_deathrowinmates               Стан засуджених до страти

objective_prisonerintake                Надходження в'язнів
objective_intake_arrivals               *X в'язнів прибуває у 8 ранку
objective_intake_closed                 Твоя в'язниця закрита для нових в'язнів
objective_intake_closed2                (Див. Звіти – В'язні)
objective_intake_closed3                (Див. Звіти – Надходження)
objective_intake_specials				Спеціальне переведення
objective_intake_categories             Категорії:
objective_intake_minsec                 Загальний режим,
objective_intake_medsec                 Середній режим,
objective_intake_maxsec                 Суворий режим
objective_intake_deathrow               Камера смертників
objective_intake_typeclosed             Закрито
objective_intake_typefillcapacity       Заповнити повністю
objective_intake_typetotalprisoners     Заповнити до *X
objective_intake_typenumperday          *X на добу
objective_intake_typeallavailable       Всі наявні
objective_intake_closedstrike           Надходження неможливе під час страйків працівників.

objective_firstgrant                    Отримайте свій перший грант
objective_firstgrant_description        Отримайте свій перший грошовий грант, відкривши вікно Звіти (натисніть на кнопку в нижній правій частині екрану), натиснувши на вкладку Гранти та обравши доступні гранти.

objective_builddeliveriesroom           Встановити зону доставки

objective_outgoing                      Очікують звільнення
objective_outgoing_count                В'язнів, що очікують звільнення найближчим часом: *X
objective_outgoing_timer                (*X год.)

objective_visitors                      Відвідувачі (8:00–20:00)
objective_visitors_waiting              Родин очікують побачення: *X
objective_visitors_onsite               Прибули *X відвідувачів у *Y групах

objective_staffexhausted                Втомлені працівники
objective_reststaff_exhausted           Втомлені працівники: *X
objective_reststaff_resting             (Відпочивають: *X)
objective_reststaff_needstaffroom       Побудувати Службове приміщення для відпочинку працівників.

objective_punishment_solitary           *X в Карцері
objective_punishment_solitary_queue     Очікують Карцеру: *X
objective_punishment_solitary_mix       *X в Карцері (+*Y очікують)
objective_punishment_lockdown           *X зачинені
objective_incident_medical              Потребують медичної допомоги: *X
objective_incident_dead                 Трупи: *X

objective_prisonerparole                Умовно-дострокове звільнення
objective_parole_count                  Очікують умовно-дострокового звільнення: *X

objective_payment_receivedfull          Платіж: *X отримано
objective_payment_receivedpart          Платіж: Отримано *X з *Y

objective_grant_bootstraps                  Основне місце ув'язнення
objective_grant_bootstraps_description      Перетвори пустир на повноцінну в'язницю.  За контрактом з урядом ти отримаєш кошти, яких вистачить для будівництва базових споруд для першої партії в'язнів.
objective_grant_bootstraps_holdingcell      Побудувати камеру утримання
objective_grant_bootstraps_shower           Побудувати душову
objective_grant_bootstraps_yard             Побудувати двір
objective_grant_bootstraps_kitchen          Побудувати кухню
objective_grant_bootstraps_canteen          Побудувати їдальню
objective_grant_bootstraps_guard            Найняти принаймні двох охоронців
objective_grant_bootstraps_chef             Найняти принаймні двох кухарів

objective_grant_administration                          Адміністративний центр
objective_grant_administration_description              В кожній в'язниці має бути адміністративна будівля, де відбуватиметься керівництво.  Цей контракт дозволяє найняти Начальника в'язниці та Бухгалтера, а також побудувати їм кабінети. Це надасть доступ до всієї системи Федеральних грантів.
objective_grant_administration_offices                  Побудувати два кабінети
objective_grant_administration_warden                   Найняти Начальника в'язниці
objective_grant_administration_accountant_research      Розблокувати Фінанси в меню Бюрократія
objective_grant_administration_accountant               Найняти бухгалтера

objective_grant_firstcellblock                  Блок А
objective_grant_firstcellblock_description      Початок покладено.  Прийшов час побудувати блок та перевести в'язнів у власні камери.
objective_grant_firstcellblock_cells            Збільшити місткість до 15

objective_grant_health                      Здоров'я та добробут ув'язнених
objective_grant_health_description          Фізичний та психологічний стан здоров'я наших в'язнів є дуже важливим для нас.  Цей грант сприятиме будівництву сучасного медичного відділення та запрошенню лікарів з психологами, які турбуватимуться про хлопців.
objective_grant_health_ward                 Побудувати медичне відділення
objective_grant_health_doctors              Найняти принаймні двох лікарів
objective_grant_health_psychologist         Найняти психолога (потрібен Кабінет)

objective_grant_bailout                     Урядова дотація
objective_grant_bailout_description         Уряд дуже стурбований твоєю роботою, але твоя в'язниця є надто великою, щоб її втратити. Він виділить кошти платників податків, щоб врятувати в'язницю від банкрутства. Проте тобі треба навести лад в справах, повернутися до плюсового сальдо (щоденний прибуток має перевищувати витрати) та позбутися боргів перед банком.
objective_grant_bailout_cashflow            Прибуток перевищує витрати
objective_grant_bailout_debt                Позбутися боргів


objective_grant_maintenance                         Обслуговування в'язниці
objective_grant_maintenance_description             Загальна підтримка та технічне обслуговування території в'язниці є важливими для безпеки працівників та в'язнів. Найми відповідний персонал для підтримки чистоти та ладу.
objective_grant_maintenance_research_root           Розблокувати Обслуговування в меню Бюрократія
objective_grant_maintenance_research_cleaning       Розблокувати Прибирання в меню Бюрократія
objective_grant_maintenance_research_groundskeeping Розблокувати Садівництво в меню Бюрократія
objective_grant_maintenance_foreman                 Найняти Виконроба (потрібен Кабінет)
objective_grant_maintenance_janitor                 Найняти принаймні двох прибиральників
objective_grant_maintenance_gardener                Найняти садівника

objective_grant_visitation                          Право на побачення
objective_grant_visitation_description              На цілу низку сусідніх в'язниць вже подали позови до суду за порушення прав в'язнів на побачення. Інвесторам не потрібен скандал, тому вони надали гранти на облаштування відповідних приміщень.
objective_grant_visitation_room                     Побудувати кімнату для побачень
objective_grant_visitation_tables                   Додати принаймні три столи для відвідувачів
objective_grant_visitation_commonroom               Побудувати загальну кімнату
objective_grant_visitation_pooltable                Додати стіл для більярду
objective_grant_visitation_tv                       Додати принаймні два телевізори
objective_grant_visitation_phones                   Встановити принаймні п'ять телефонних будок

objective_grant_basicsecurity                       Сертифікація заходів з безпеки
objective_grant_basicsecurity_description           Поширена вада нових в'язниць – це проблеми з безпекою через відсутність досвіду персоналу. Треба на ранній стадії уникнути недоліків, які вплинуть на нашу репутацію в майбутньому. Необхідно одразу встановити високі стандарти безпеки.
objective_grant_basicsecurity_chief                 Найняти Начальника охорони (потрібен Кабінет)
objective_grant_basicsecurity_guards                Найняти десять охоронців
objective_grant_basicsecurity_patrols               Призначити трьох охоронців на патрулювання
objective_grant_basicsecurity_research              Розблокувати Патрулі в меню Бюрократія

objective_grant_enhancedsecurity                    Державний рейтинг безпеки
objective_grant_enhancedsecurity_description        Уряд має певні вимоги до безпеки в'язниць певного розміру, а за невідповідність вимогам накладає чималі штрафи. Уникай цього.
objective_grant_enhancedsecurity_armoury            Побудувати Збройову палату
objective_grant_enhancedsecurity_kennel             Побудувати Псарню
objective_grant_enhancedsecurity_guards             Найняти двох озброєних охоронців
objective_grant_enhancedsecurity_dogs               Найняти двох Кінологів
objective_grant_enhancedsecurity_patroldogs         Призначити двох Кінологів у патруль з собаками
objective_grant_enhancedsecurity_patrolarmed        Призначити двох  Озброєних охоронців у патруль

objective_grant_advancedsecurity                    Інфраструктура надсуворого режиму
objective_grant_advancedsecurity_description        Підтримка безпеки великої кількості в'язнів може бути непростою справою, але наслідки можуть коштувати набагато більше. Встанови необхідне обладнання по всій в'язниці.
objective_grant_advancedsecurity_guards             Збільшити кількість охоронців
objective_grant_advancedsecurity_researchcctv       Розблокувати Камери відеоспостереження в меню Бюрократія
objective_grant_advancedsecurity_researchbodyarmour Розблокувати Бронежилети в меню Бюрократія
objective_grant_advancedsecurity_researchtazers     Розблокувати Електрошокери в меню Бюрократія
objective_grant_advancedsecurity_office             Побудувати приміщення для охоронців
objective_grant_advancedsecurity_cctvmonitor        Встановити Монітор для камери відеоспостереження
objective_grant_advancedsecurity_cctvcameras        Встановити камери відеоспостереження на території в'язниці

objective_grant_prisonerworkforce                   Адаптація та залучення в'язня
objective_grant_prisonerworkforce_description       Залучення в'язнів до робіт – це непоганий спосіб їхньої інтеграції та збереження коштів. Проведи необхідне навчання та побудуй необхідні об'єкти, щоб залучити в'язнів до роботи.
objective_grant_prisonerworkforce_research          Розблокувати Виправні роботи в меню Бюрократія
objective_grant_prisonerworkforce_cleaning          Побудувати комору
objective_grant_prisonerworkforce_laundry           Побудувати пральню
objective_grant_prisonerworkforce_kitchenclass      Три в'язні мають відвідати курс «Безпека та гігієна на кухні»
objective_grant_prisonerworkforce_laundryassigned   Призначити трьох в'язнів на роботу в Бібліотеці
objective_grant_prisonerworkforce_kitchenassigned   Призначити трьох в'язнів на роботу на Кухні
objective_grant_prisonerworkforce_cleaningassigned  Призначити трьох в'язнів на роботу в Комору

objective_grant_educationreformprogram              Реформа навчальної програми
objective_grant_educationreformprogram_description  Відома соціологічна група проводить масштабний експеримент з метою виявити вплив освіти на рівень рецидивної злочинності. Облаштуй класи та почни навчати в'язнів.
objective_grant_educationreformprogram_research     Розблокувати Освіту в меню Бюрократія
objective_grant_educationreformprogram_classroom    Побудувати клас
objective_grant_educationreformprogram_desks        Встановити 20 парт
objective_grant_educationreformprogram_foundationed Записати 10 в'язнів на курс «Базова освіта»
objective_grant_educationreformprogram_generaled    Записати 1 в'язня на курс «Основна освіта»

objective_grant_prisonlabour                        Виробництво у в'язниці
objective_grant_prisonlabour_description            Інвестори бажають підвищити прибутковість в'язниці та збираються вкласти кошти в будівництво майстерень, щоб в'язні могли працювати.
objective_grant_prisonlabour_workshop               Побудувати майстерню
objective_grant_prisonlabour_saw                    Встановити два циркулярних верстати
objective_grant_prisonlabour_press                  Встановити два штампувальних преси
objective_grant_prisonlabour_reform                 Два в'язні мають пройти курс «Безпека в майстерні»
objective_grant_prisonlabour_plates                 Виробити 30 номерних знаків

objective_grant_furnituremanufacturing              Курс «Обробка дерева»
objective_grant_furnituremanufacturing_description  На курсах з обробки дерева в'язні зможуть отримати цінні навички, які стануть в нагоді, коли вони звільняться, а також виробляти високоякісні меблі, які принесуть прибуток в'язниці.
objective_grant_furnituremanufacturing_forestry     Побудувати тартак
objective_grant_furnituremanufacturing_table        Встановити два верстати
objective_grant_furnituremanufacturing_reform       Два в'язні мають пройти курс «Обробка дерева»
objective_grant_furnituremanufacturing_bed          Виробити 10 великих ліжок

objective_grant_reducestaffstress                   Програма добробуту персоналу
objective_grant_reducestaffstress_description       Профспілки працівників в'язниць отримують повідомлення про перенапруження та втому персоналу. Це призводить до помилок. Не припускай таких проблем в своїй в'язниці.
objective_grant_reducestaffstress_staffroom         Побудувати Службове приміщення
objective_grant_reducestaffstress_freeguards        Має бути принаймні 5 охоронців без термінових завдань
objective_grant_reducestaffstress_restedstaff       Жоден з працівників не має бути втомленим

objective_grant_shortterminvestment                 Короткострокові інвестиції
objective_grant_shortterminvestment_description     Вклади гроші в інвестиційний фонд, щоб отримати помірний прибуток у майбутньому.
objective_grant_shortterminvestment_wait            Очікування грошей...

objective_grant_longterminvestment                  Довгострокові інвестиції
objective_grant_longterminvestment_description      Вклади гроші в інвестиційний фонд на тривалий термін, щоб отримати чималий прибуток у майбутньому.
objective_grant_longterminvestment_wait             Очікування грошей...

objective_grant_cellblock50                         Блок B
objective_grant_cellblock50_description             Настав час подальшого розширення в'язниці.
objective_grant_cellblock50_cells                   Збільшити місткість до 50

objective_grant_cellblock100                        Блок C
objective_grant_cellblock100_description            Використовуй свою землю в повній мірі, розширюючи в'язницю.
objective_grant_cellblock100_cells                  Збільшити місткість до 100

objective_grant_cellblock200                        Блок D
objective_grant_cellblock200_description            Чим більше в'язнів, тим більше урядове фінансування Збільшуй місткість, щоб цим скористатися.
objective_grant_cellblock200_cells                  Збільшити місткість до 200

objective_grant_cellblock500                        Блок E
objective_grant_cellblock500_description            Уряд пропонує різноманітні програми фінансування для найбільших в'язниць. Час скористатися цим.
objective_grant_cellblock500_cells                  Збільшити місткість до 500

objective_grant_nutritionresearch                   Дослідження щодо харчування ув'язнених
objective_grant_nutritionresearch_description       Незалежна дослідницька група пропонує гроші за можливість взяти участь в дослідженні щодо наслідків зміни харчових звичок в'язнів.
objective_grant_nutritionresearch_poor              Протягом двох діб давати малу кількість одноманітної їжі один раз на день
objective_grant_nutritionresearch_good              Протягом двох діб давати велику кількість різноманітної їжі три рази на день

objective_grant_drugsearch                          Антинаркотична кампанія
objective_grant_drugsearch_description              В останній час посилюється занепокоєння щодо вживання наркотиків у великих в'язницях. Працюй на випередження та продемонструй свою непримириму позицію.
