
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Ny
victory_adviserwarning_wardendeaths2    Hvis endnu en fængselsinspektør mister livet, så er vi nødt til at fyre dig.
victory_advisernotice_wardendeaths1     Det er ikke lykkedes dig at skabe et sikkert arbejdsmiljø for dine fængselsinspektører. Alle er bange for at arbejde med dig.
victory_advisernotice_wardendeaths2     Vi har desværre ikke noget valg. Du er fyret.
victory_adviserwarning_reoffenders1     Mange af de indsatte som du havde indstillet til tidlig løsladelse har begået nye forbrydelser. Det kan komme til at koste os dyrt, hvis vi ikke får styr på situationen.
victory_adviserwarning_reoffenders2     Hvis for mange indsatte begår nye forbrydelser før de løslades, så kommer du til at tage skylden for det.
victory_advisernotice_reoffenders1      Du har sluppet for mange farlige forbrydere løs i samfundet. Vi er nødt til at fyre dig. Du har fejlet.
victory_adviserwarning_executions1      Det her er anden gang du har sendt en uskyldig indsat i døden. Offentlighedens harme er enorm.
victory_adviserwarning_executions2      Hvis endnu en uskyldig indsat bliver henrettet, så er du den ansvarlige.
victory_advisernotice_executions1       Alt for mange uskyldige mennesker er blevet henrettet med din tilladelse. Vi kan ikke have dig til at bestyre dette fængsel længere. Du har fejlet.
victory_advisernotice_InnocentsExecuted1 Du har lige henrettet en person uden at følge den normale procedure, og det viser sig vedkommende var uskyldig. Dette er et groft justitsmord og du er ansvarlig for det. Du er fyret og bliver højst sandsynligt selv sat i fængsel.
victory_adviserwarning_staffpayrise1    Medarbejderne er utilfredse med deres arbejdsforhold i fængslet og har truet med at strejke, hvis de ikke får en lønstigning på 50 %.
victory_adviserwarning_staffstrike1     Medarbejderne strejker! De er villige til at komme tilbage, hvis de får deres lønstigning på 50 %.

score_title                             FÆNGSELSBEDØMMELSE
score_reoffendingrate                   TILBAGEFALDSRATE
score_prisonersreleased                 *X indsatte er blevet løsladt
score_minimumprisonersreleased          *X indsatte skal løslades før denne rapport kan sammensættes
score_deaths                            *X indsatte døde i varetægt
score_escapes                           *X indsatte er flygtet
score_reoffendingchance                 Sandsynlighed for tilbagefald
score_startingreoffendingchance         Sandsynlighed ved ankomst: *X%
score_prisonersparoled                  Tidlig prøveløsladelse (Tilbagefald)
score_prisonersparoled_info             *P (*E%)
score_clemencychance                    Sandsynlighed for benådning
score_convictionstrength                Statsgodkendte niveau for domfældelse
score_prisonersexecuted                 Indsatte henrettet (Uskyldige)
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                Dette er en skala for, hvor passende den indsatte er blevet straffet for deres forbrydelse, ifølge den offentlige mening. At afsone en lang straf i et fængsel er i sig selv en hård straf, men at have et hårdt liv i fængslet vil også tælle.\n\nHusk, at for meget fritid og rehabilitering vil anses som 'blødsødent' og vil tælle ned på skalaen.\n\n En høj score på skalaen vil afskrække den indsatte fra at begå kriminalitet efter løsladelse.
score_tooltip_reform                    En vurdering af hvor godt du har prøvet på at rehabilitere eller hjælpe den indsatte til at ændre adfærd gennem uddannelse og terapi.\n\nEn høj score vil give den indsatte en meget bedre chance for at finde et job efter løsladelse, og vil derfor mindske risikoen for ny kriminalitet.\n\nBemærk:At sætte indsatte i arbejde tæller ligeledes.
score_tooltip_health                    En sundhedsjournal for den indsattes helbred og trivsel under afsoning i dit fængsel. Motion udenfor og sund kost tæller positivt. Skavanker, som ikke blive behandlet, samt stof- og alkoholmisbrug tæller negativt.\n\n En lav score på denne skala vil øge risikoen for ny kriminalitet, især hvis den indsatte forlader fængslet med ubehandlede stof- eller alkoholafhængigheder.
score_tooltip_security                  En vurdering af hvor sikkert du har hold denne fange indespærret. At holde de indsatte låst inde i deres celler samt bevæbnede vagter på vagt tæller i høj grad positivt. Du vil blive sanktioneret, hvis den indsatte er involveret i slåskamp, mord eller flugtforsøg.\n\nEn lav score indikerer, at den indsatte fortsætter deres kriminalitet under afsoning i dit fængsel, og risikoen for ny kriminalitet efter løsladelse er høj.

score_tooltip_reoffendingchance         En vurdering af den indsattes chance for et tilbagefald til den kriminelle løbebane, efter løsladelse. Mange faktorer vurderes for at finde frem til denne værdi:\n\n- FORMINDSKER Hård/streng straf\n- FORMINDSKER Succesfulde rehabiliteringsprogrammer\n- ØGER Dårligt helbred og dårlig sikkerhed\n- ØGER Ubehandlet stof- og alkoholmisbrug\n- ØGER Bandemedlemskab\n\n\n- Den indsattes alder er en stor faktor.\n- Antallet af tidligere domme er en stærk indikator.\n- En stor familie der giver støtte kan hjælpe.
score_tooltip_clemencychance_title      Sandsynlighed for benådning
score_tooltip_clemencychance            Sandsynligheden for at ankeudvalget giver en benådning og ændrer den indsattes dødsdom. Hver gang der ankes uden held falder denne værdi, indtil den er under det statsgodkendte niveau for domfældelse, når det sker er der fuld bemyndigelse til at fortsætte. Planlægning af henrettelsen før dette tidspunkt resulterer i meget alvorlige straffe, hvis man senere hen finder ud af at den indsattes ankesag var blevet vundet.\n\nHvis der gives en benådning, løslades den indsatte med det samme (hvis frifundet), eller overflyttes til maksimum sikkerhed (hvis stadig fundet skyldig).
score_tooltip_currentchance             Det statsgodkendte niveau for domfældelse er *X%
score_tooltip_clemencywarning           Chancen for at den indsatte bliver benådet er i øjeblikket over det statsgodkendte niveau. Hvis du fortsætter med henrettelsen bliver du holdt personligt ansvarlig, hvis man senere finder ud af, at han var blevet benådet.

experiencefactor_FractionalLockedUp     Låst inde *X% af tiden
experiencefactor_FractionalReform       I rehabiliteringsprogrammer *X% af tiden
experiencefactor_fractionalWorking      I arbejde *X% af tiden
experiencefactor_fractionalsuppressed   Underkuet *X% af tiden
experiencefactor_fractionalinjured      Haft ubehandlede skader *X% af tiden
experiencefactor_fractionalintoxicated  Under påvirkning (stoffer/alkohol/afvænning) *X% af tiden
experiencefactor_fractionalmisbehaving  Dårlig opførsel *X% af tiden
experiencefactor_fractionalarmedguard   Under bevæbnet bevogtning eller underkuet *X% af tiden
experiencefactor_fractionalwellfed      Fået nok mad *X% af tiden
experiencefactor_fractionalexercising   Motioneret *X% af tiden
experiencefactor_fractionalfreetime     Haft fritid *X% af tiden

experiencefactor_passedeasyprograms             Bestod *X lette programmer
experiencefactor_passedintermediateprograms     Bestod *X middelsvære programmer
experiencefactor_passedadvancedprograms         Bestod *X avancerede programmer
experiencefactor_passedexpertprograms           Bestod *X programmer på ekspertniveau

experiencefactor_YearsServed            *X år afsonet
experiencefactor_fights                 Involveret i voldelige hændelser
experiencefactor_murders                Har begået mord *X gange i dit fængsel
experiencefactor_escapeattempts         Har forsøgt at flygte *X gange
experiencefactor_addictions             *X aktive afhængigheder
experiencefactor_gangmembership         Bandemedlem

legend_key                              Nøgletal:

needs_graphscale_title                  Indsatte:
needs_graphscale_title_staff            Medarbejdere:
needs_key_critical                      Kritisk
needs_key_high                          Høj
needs_key_med                           Medium
needs_key_satisfied                     Tilfreds
needs_key_active                        Aktiv

needs_show_category                     Kategori af Indsat
needs_show_category_staff               Medarbejderkategori
needs_show_category_all                 Alle indsatte

contraband_supplyanddemand              Udbud og efterspørgsel
contraband_narcotics                    Narkotika
contraband_weapons                      Våben
contraband_tools                        Værktøj
contraband_luxuries                     Luksusvarer
contraband_metal                        Metal
contraband_smelly                       Lugter
contraband_rangedweapon                 Skydevåben
contraband_improvised                   Improviserede

contraband_key_supply                   Udbud
contraband_key_demand                   Efterspørgsel
contraband_log_stolen                   STJÅLET
contraband_log_position                 POSITION
contraband_log_smuggled                 SMUGLET
contraband_log_traded                   BYTTET
contraband_log_thrown                   SMIDT
contraband_log_hidden                   SKJULT
contraband_log_detected                 OPDAGET
contraband_log_dog                      HUND
contraband_log_found                    FUNDET
contraband_log_owner                    EJER
contraband_log_arranged                 Arrangeret for *X timer siden

gangs_guards                            VAGTER *X
gangs_soldiers                          SOLDATER *X / *Y MAKS.
gangs_evict                             BORTVIS
gangs_status                            *X Medlemmer . *Y Drab . $*Z

schedule_zone_shared                    Delt
schedule_zone_minseconly                Min Sik
schedule_zone_medseconly                Med Sik
schedule_zone_maxseconly                Maks Sik
schedule_zone_protectedonly             Beskyttet varetægt
schedule_zone_supermaxonly              Super Maks
schedule_zone_deathrowonly              Dødsgangen
schedule_zone_staffonly                 Kun for ansatte
schedule_zone_unlocked                  Ulåst



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Skider
action_wee                              Tisser
action_wash                             Bader
action_relax                            Slapper af
action_sleep                            Sover
action_nap                              Tager en lur
action_getmeal                          Henter mad
action_sit                              Sidder
action_exercise                         Motionerer
action_liftweights                      Løfter vægte
action_phonehome                        Ringer til familie
action_watchtv                          Ser fjernsyn
action_playpool                         Spiller pool
action_stealknife                       Opfører sig mistænkligt
action_stealspoon                       Opfører sig mistænkligt
action_urinate                          Urinerer
action_soilsuit                         Besudler dragten
action_eat                              Spiser
action_complain                         Brokker sig
action_work                             Arbejder
action_visitation                       Har besøg
action_parole                           Prøveløsladelseshøring
action_none                             Ingen
action_misbehaving                      Opfører sig dårligt
action_escaping                         Flygter
action_destroying                       Ødelægger
action_spoiling                         Provokerer
action_fighting                         Slås
action_rioting                          Gør oprør
action_hostagetaking                    Gidseltagning
action_reformprogram                    Rehabiliteringsprogram
action_changeclothes                    Skifter tøj
action_getbook                          Henter en bog
action_pray                             Beder
action_shopping                         Handler
action_playinggame                      Spiller spil

action_foodpoisoning_1                  Åh Gud - få det til at stoppe
action_foodpoisoning_2                  Alt kommer ud
action_foodpoisoning_3                  Kaster op overalt
action_foodpoisoning_4                  Hvorfor sker dette
action_foodpoisoning_5                  Er ved at dø

status_effect_title						=[Tilstand]=
status_effect_none						Ingen
status_effect_suppressed				Underkuet
status_effect_goodfood					Mæt
status_effect_drunk						Fuld
status_effect_high                      Høj
status_effect_withdrawal				Abstinenser
status_effect_tazed                     Taset
status_effect_overdosed                 Overdosis
status_effect_surrendered               Givet op
status_effect_calming                   Beroliget
status_effect_angst                     Vred
status_effect_wounded                   Bløder
status_effect_virus                     Syg
status_effect_virusdeadly               Syg
status_effect_overheating               Overophedning
status_effect_exposure                  Eksponering
status_effect_foodpoisoning             Madforgiftning
status_effect_riledup                   Ophidset

condition_treated                       Behandlet
condition_needstreating                 Har brug for behandling

experience_totaltime                    Samlet tid
experience_misconduct                   Ureglementeret adfærd
experience_lockeddown                   Nedlåst
experience_regime                       Regime
experience_sleep                        Søvn
experience_work                         Arbejde
experience_class                        Undervisning
experience_freetime                     Fritid
experience_moodbad                      Dårligt
experience_moodnormal                   Normalt
experience_moodgood                     Godt
experience_nocondition                  Ingen
experience_kod                          Slået ud
experience_hurt                         Såret
experience_suppressed                   Underkuet
experience_intoxicated                  Påvirket
experience_wellfed                      Mæt
experience_exercise                     Motion

need_name_nothing                       Ingenting
need_name_bladder                       Blære
need_name_bowels                        Tarme
need_name_sleep                         Søvn
need_name_food                          Mad
need_name_safety                        Sikkerhed
need_name_hygiene                       Hygiejne
need_name_exercise                      Motion
need_name_family                        Familie
need_name_recreation                    Rekreation
need_name_comfort                       Komfort
need_name_environment                   Omgivelser
need_name_privacy                       Privatliv
need_name_freedom                       Frihed
need_name_clothing                      Beklædning
need_name_drugs                         Stoffer
need_name_alcohol                       Alkohol
need_name_starving                      Sulter
need_name_spirituality                  Åndelighed
need_name_literacy                      Litteratur
need_name_babysleep                     [Baby] Søvn
need_name_babyplay                      [Baby] Leg
need_name_warmth                        Varme
need_name_staffbladder                  Blære
need_name_staffbowels                   Tarme
need_name_stafffood                     Mad
need_name_staffsafety                   Sikkerhed
need_name_staffrecreation               Rekreation
need_name_staffcomfort                  Komfort
need_name_staffenvironment              Miljø
need_name_staffrest                     Hvile
need_name_staffwarmth                   Varme
need_name_luxuries                      Luksus
needs_locked                            (Du skal have en psykolog for at se behov)
needs_title                             =[Behov]=

needs_total_prisoners                   *X Indsatte har dette behov
needs_total_concerned                   *X Indsatte er bekymrede over dette behov
needs_total_desperate                   *X Indsatte vil meget gerne have dette behov tilfredsstillet
needs_total_angry                       *X Indsatte er rasende over, at de ikke kan imødekomme dette behov
needs_total_active                      *X Indsatte har på nuværende tidspunkt dette behov

needs_total_staff                       *X medarbejdere har dette behov
needs_total_concerned_staff             *X medarbejdere er bekymrede over dette behov
needs_total_desperate_staff             *X medarbejdere vil meget gerne have dette behov tilfredsstillet
needs_total_angry_staff                 *X medarbejdere er rasende over, at de ikke kan imødekomme dette behov
needs_total_active_staff                *X medarbejdere har på nuværende tidspunkt dette behov

needs_help_bladder                      Alle går på toilettet, selv indsatte. Glem ikke, at de fleste rutiner i fængslet er rimelig strikse - de indsatte kan f.eks. ikke gå på toilettet i deres celle, hvis det er meningen, at de skal være i bad.
needs_help_bowels                       Alle går på toilettet, selv indsatte. Glem ikke, at de fleste rutiner i fængslet er rimelig strikse - de indsatte kan f.eks. ikke gå på toilettet i deres celle, hvis det er meningen, at de skal være i bad.
needs_help_sleep                        Indsatte behøver søvn. Indsatte kan kun sove i deres tildelte celle og kan kun sove mellem kl. 20 og kl. 8. De har selvfølgelig også brug for en seng.
needs_help_food                         Alle har brug for mad, og de fleste mennesker har brug for mad mere end én gang om dagen. Hvis du synes, at Køkkenet ikke kan følge med efterspørgslen, så prøv at ansætte flere Kokke eller tilføje flere Komfurer til Køkkenerne. Du kan også justere retningslinjerne for mad i Retningslinjer-fanebladet i Rapportvinduet.
needs_help_safety                       Selv i fængslet, vil de indsatte gerne føle sig trygge. Hvis der er mange slåskampe i fængslet eller det generelle fareniveau er højt, vil de indsatte føle sig mindre trygge og måske overveje at bevæbne sig. Hvis det er et voksende problem, kan du prøve at øge sikkerheden i fængslet ved at ansætte flere Vagter, foretage flere patruljer eller ved at sørge for de indsattes behov.
needs_help_hygiene                      De fleste Indsatte vil gerne vaskes, især om morgenen efter de er vågnet. Baderutinen vil tvinge de indsatte, som ikke har deres eget Bad, til at gå til det nærmeste Badeværelse. Hvis det er et voksende problem, kan du overveje at udvide badefaciliteterne eller tilføje mere Fritid, så de Indsatte kan bade, når der er behov for det.
needs_help_environment                  Indsatte bryder sig ikke om at leve i beskidte omgivelser, og når mange Indsatte bruger de samme faciliteter, bliver de hurtigt beskidte. Ansæt nogle Pedeller eller sæt de Indsatte i arbejde i et Rengøringsskab for at sørge for rene omgivelser.
needs_help_privacy                      Nogen gange vil Indsatte gerne have tid for dem selv. Tid tilbragt i deres celle er for det meste nok, men hvis de bor på Sovesal med en masse andre Indsatte, finder de ikke meget Privatliv der.
needs_help_clothing                     De Indsatte vil gerne have rent tøj fra tid til anden, selvom det blot er en kedeldragt i samme farve. Ved at tilføje et Vaskerum til fængslet, og enten ansætte Pedeller eller sætte Indsatte i gang med arbejdet, kan du opfylde det ønske.
needs_help_drugs                        Mange Indsatte har problemer med stofmisbrug - det er muligvis årsagen til, at de er i fængsel. Du kan afhjælpe problemet ved at afholde et Behandlingsprogram på Sygeafdelingen.
needs_help_alcohol                      Mange indsatte kæmper med alkoholafhængighed, og vil gå langt for at få fingrene i noget alkohol. Du kan prøve at afhjælpe dette ved at afholde terapigrupper for alkoholikere.
needs_help_spirituality                 Mange af de indsatte har forskellige religiøse overbevisninger. Du kan hjælpe de indsatte med at praktisere deres tro ved at tilføje kirkebænke eller bedetæpper til fængslet, men bygning af et Kapel eller afholdelse af Spirituelle Vejledningsprogrammer vil give det bedste resultat og også berolige de indsatte.
needs_help_warmth                       Ingen har lyst til at fryse, men det er naturen ligeglad med. Ved at tilføje radiatorer til fængslet, kan du opvarme bygninger og undgå kulde indenfor.
needs_help_babysleep                    Babyer har brug for mere søvn end andre indsatte. Hvis nogen af de Indsatte har en Baby, skal du sørge for at have Vugger til rådighed, så Babyen kan sove, når der er behov for det.
needs_help_babyplay                     Babyer har brug for underholdning og aktivering. Hvis nogen af de Indsatte har en Baby, skal du sørge for at have Legetæpper i et tilgængeligt område.

needs_help_staffbladder                 Selv dine medarbejdere har behov for at bruge toilettet en gang i mellem. Det vil de gøre, når de har pause.
needs_help_staffbowels                  Selv dine medarbejdere har behov for at bruge toilettet en gang i mellem. Det vil de gøre, når de har pause.
needs_help_stafffood                    Medarbejdere har brug for at spise, og det vil de gøre i personalekantiner og -opholdsrum. Medarbejderne vil få særlig mad leveret, så de ikke skal spise det samme hundeæde som fangerne.
needs_help_staffsafety                  Selvom de arbejder i et fængsel, har dine medarbejdere ret til sikkerhed. Høje fareniveauer eller konstante slagsmål vil få dine medarbejdere til at føle sig utrygge, skønt dette i nogen grad kan modvirkes ved at have bedre væbnede vagter.
needs_help_staffrecreation              Dine medarbejdere bruger meget tid i dit fængsel og har behov for lidt underholdning fra tid til anden. Fjernsyn og en radio i personalets opholdsrum er én måde at give dem dette på.
needs_help_staffcomfort                 De fleste af dine medarbejdere står op det meste af deres dag, nogle gange vil de gerne slappe af. At give dem et rart sted at sidde, når de har pause, er en god måde at opnå dette.
needs_help_staffenvironment             Medarbejdere vil ikke bryde sig om at arbejde i et beskidt fængsel, ligeså lidt som de indsatte ønsker at bo der. Ved at holde fængslet rent vil du kunne forebygge dette problem.
needs_help_staffrest                    Medarbejdere har brug for at holde pauser i løbet af dagen for at samle energi. De foretrækker at hvile i et privat opholdsrum kun for personalet, hvor der er nogle behagelige sofaer.

reputation_title                        Omdømme
reputation_hidden                       (Ukendt omdømme)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDARISK--
reputation_strong                       Stærk
reputation_tough                        Barsk
reputation_volatile                     Ustabil
reputation_snitch                       Stikker
reputation_deadly                       Livsfarlig
reputation_stoical                      Stoisk
reputation_fearless                     Frygtløs
reputation_exlaw                        Tidligere betjent
reputation_copkiller                    Har myrdet en betjent
reputation_quick                        Hurtig
reputation_instigator                   Igangsætter
reputation_fighter                      Dygtig til at slås
reputation_gangmember                   Bandemedlem
reputation_federalwitness               Statsvidne
reputation_preacher                     Prædikant
reputation_connected                    Forbundet
reputation_workaholic                   Arbejdsnarkoman
reputation_clean                        Ren
reputation_pickpocket                   Lommetyv
reputation_copycat                      Identitetstyv
reputation_dangerous                    Farlig
reputation_escapeartist                 Udbryderkonge

reputation_strong_high                  Meget stærk
reputation_tough_high                   Meget barsk
reputation_volatile_high                Meget ustabil
reputation_deadly_high                  Meget livsfarlig
reputation_exlaw_high                   Tidligere fængselsvagt
reputation_quick_high                   Meget hurtig
reputation_fighter_high                 Ekspert til at slås
reputation_connected_high               Har gode forbindelser
reputation_dangerous_high               Ekstremt farlig

reputation_legendary_high               --LEGENDARISK--
reputation_snitch_high                  Stikker
reputation_stoical_high                 Stoisk
reputation_fearless_high                Frygtløs
reputation_copkiller_high               Har myrdet en betjent
reputation_instigator_high              Igangsætter
reputation_gangmember_high              Bandemedlem
reputation_federalwitness_high			Vidne
reputation_preacher_high                Prædikant
reputation_workaholic_high              Arbejdsnarkoman
reputation_clean_high                   Ren
reputation_pickpocket_high              Lommetyv
reputation_copycat_high                 Identitetstyv
reputation_escapeartist_high            Udbryderkonge

reputationtooltip_legendary             Den indsatte er berygtet i den kriminelle underverden og har adskillige evner og færdigheder, som gør dem meget faglige.
reputationtooltip_strong                Den indsattes slag slår hårdere og hårdere under slagsmål.
reputationtooltip_tough                 Denne indsat kan modstå meget i en slåskamp. De kan også nogen gange modstå at blive ramt af en Strømpistol.
reputationtooltip_volatile              Den indsatte er tilbøjelig til at gå amok uden varsel og særlig grund.
reputationtooltip_stoical               Denne indsat vil ikke blive påvirket af Isolation. De er ligeglade.
reputationtooltip_snitch                Denne indsat er en kendt informant, og deres liv er måske i fare. Lad dem ikke være alene med andre indsatte for længe af gangen.
reputationtooltip_deadly                Den indsatte er en mester i dødbringende kampteknik, og kan nogle gange slå ihjel med et enkelt slag.
reputationtooltip_exlaw                 Denne indsat var engang Politibetjent eller ansat i en anden form for ansat i Kriminalforsorgen Deres liv er muligvis i fare.
reputationtooltip_copkiller             Denne indsat er dømt for mordet på en Politibetjent. Dine fængselsvagter kan muligvis ikke beherske sig, når de prøver at få den indsatte under kontrol.
reputationtooltip_fearless              Den indsatte bliver ikke skræmt af synet af bevæbnede vagter, og er mindre tilbøjelig til at overgive sig i et slagsmål.
reputationtooltip_quick                 Den indsatte er en usædvanlig hurtig løber.
reputationtooltip_instigator            Den indsatte planter frø af utilfredshed i hovedet på alle i nærheden. Hvis han laver ballade, føler de indsatte i nærheden en trang til at gøre det samme.
reputationtooltip_fighter               Denne indsatte er dygtig til selvforsvar. De kan afvæbne deres modstander eller endda tage deres våben fra dem i en slåskamp.
reputationtooltip_gangmember            Denne indsat tilhører en bande. De vil forsvare andre bandemedlemmer og vil føle had overfor rivaliserende bander.
reputationtooltip_federalwitness        Den indsatte er vidne i en meget vigtig retssag, og derfor er bander eller bagmænd meget interesseret i at få ham af vejen.
reputationtooltip_preacher              Denne indsatte er yderst karismatisk og i stand til at omvende andre til deres religion, og dækker derved de indsattes behov for Spiritualitet.
reputationtooltip_connected             Denne indsatte har forbindelser alle steder, både i og uden for fængslet. Personen er i stand til at producere forbudte varer tilsyneladende ud af den blå luft.
reputationtooltip_workaholic            Denne indsatte føler sig nødsaget til at arbejde og vil ikke stoppe, når først de er begyndt og så længe der er noget at lave, ignorerer systemet og deres egne basale behov.
reputationtooltip_clean                 Denne indsatte er besat af at være ren, og deres behov for hygiejne vil stige i langt større grad.
reputationtooltip_copycat               Denne indsatte kan kopiere andre indsattes adfærd og handlinger, og derved opnå samme ry.
reputationtooltip_dangerous             Denne indsatte gør skade på andre personer omkring dem. Hvordan? Hvorfor? Hvem ved.
reputationtooltip_escapeartist          Denne indsatte er professionel udbryderkonge og bryder ud af ting for sjov. Prøver konstant at stjæle fængselsnøgler og så bryde ud.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working                       Arbejder
nameplate_stationed                     Tildelt post
nameplate_patrolling                    Patruljerer
nameplate_resting                       Slapper af
nameplate_tired                         Træt
nameplate_injured                       Skadet
nameplate_unconscious                   Bevidstløs
nameplate_dead                          DØD
nameplate_released                      LØSLADT
nameplate_researching                   Undersøger
nameplate_overdose                      TAGET OVERDOSIS
nameplate_starving                      SULTER
nameplate_wounded                       BLØDER


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Giv mad til alle indsatte
objective_caption_prisoners             Indsatte
objective_caption_meals                 Måltider
objective_readceosletter                Læs brevet fra direktøren
objective_actionrequired                Hændelsesrapporter

objective_deathrowinmates               Status over indsatte på dødsgangen

objective_prisonerintake                Tilgang af indsatte
objective_intake_arrivals               *X indsatte ankommer kl. 8
objective_intake_closed                 Dit fængsel er lukket for nye indsatte
objective_intake_closed2                (Se rapporten over indsatte)
objective_intake_closed3                (Se rapporten over tilgange)
objective_intake_specials				Særlige overflytninger:
objective_intake_categories             Kategorier:
objective_intake_minsec                 Min,
objective_intake_medsec                 Normale,
objective_intake_maxsec                 Maks
objective_intake_deathrow               Dødsgangen
objective_intake_typeclosed             Lukket
objective_intake_typefillcapacity       Fyld til fuld kapacitet
objective_intake_typetotalprisoners     Fyld til *X
objective_intake_typenumperday          *X per dag
objective_intake_typeallavailable       Alle tilgængelige
objective_intake_closedstrike           Indtag ikke muligt under medarbejderstrejker

objective_firstgrant                    Modtag det første legat
objective_firstgrant_description        Modtag det første legat ved at åben rapportvinduet (tryk på knappen nederst i højre side), vælge Legat-fanebladet og vælg dernæst et af de tilgængelige Legater.

objective_builddeliveriesroom           Opret et område til leverancer

objective_outgoing                      Indsatte der står til løsladelse
objective_outgoing_count                *X indsatte står snart til løsladelse
objective_outgoing_timer                (*X t.)

objective_visitors                      Besøgende (kl. 8-20)
objective_visitors_waiting              *X familier venter på at besøge
objective_visitors_onsite               *X besøgende på stedet, fordelt på *Y grupper

objective_staffexhausted                Udmattede ansatte
objective_reststaff_exhausted           *X ansatte er udmattede.
objective_reststaff_resting             (*X hviler sig)
objective_reststaff_needstaffroom       Byg et personaleværelse så de kan hvile sig.

objective_punishment_solitary           *X i isolationscelle
objective_punishment_solitary_queue     *X venter på isolationscelle
objective_punishment_solitary_mix       *X i isolation (+*Y venter)
objective_punishment_lockdown           *X er nedlåst
objective_incident_medical              *X har brug for lægehjælp
objective_incident_dead                 *X lig

objective_prisonerparole                Prøveløsladelse af indsatte
objective_parole_count                  *X indsatte står til prøveløsladelse

objective_payment_receivedfull          Betaling: Modtaget *X
objective_payment_receivedpart          Betaling: Modtaget *X ud af *Y

objective_grant_bootstraps                  Grundlæggende forvaringsfaciliteter
objective_grant_bootstraps_description      Transformerer en åben mark til et velfungerende fængsel. Denne regeringskontrakt giver dig den nødvendige kapital, til at opfylde minimumsforudsætningerne for dine første indsatte.
objective_grant_bootstraps_holdingcell      Byg en detention
objective_grant_bootstraps_shower           Byg et baderum
objective_grant_bootstraps_yard             Byg en gård
objective_grant_bootstraps_kitchen          Byg et køkken
objective_grant_bootstraps_canteen          Byg en kantine
objective_grant_bootstraps_guard            Ansæt mindst to vagter
objective_grant_bootstraps_chef             Ansæt mindst to kokke

objective_grant_administration                          Administrationsafdelingen
objective_grant_administration_description              Ethvert fængsel har brug for en velfungerende administrationsafdeling, så det hele kører på skinner. Denne kontrakt betaler for en fængselsinspektør, en revisor og deres kontorer, hvilket giver os adgang til hele det statslige tilskudsprogram.
objective_grant_administration_offices                  Byg to kontorer
objective_grant_administration_warden                   Ansæt en fængselsinspektør
objective_grant_administration_accountant_research      Lås op for finans gennem "Bureaukrati"
objective_grant_administration_accountant               Ansæt en revisor

objective_grant_firstcellblock                  Celleafsnit A
objective_grant_firstcellblock_description      Det grundlæggende er nu på plads. Og det er på tide at du bygger dit første celleafsnit, og flytter de nuværende indsatte til deres egne celler.
objective_grant_firstcellblock_cells            Øg din kapacitet for indsatte til 15

objective_grant_health                      Helbred og trivsel for indsatte
objective_grant_health_description          Det fysiske og mentale helbred for vores indsatte er meget vigtigt. Dette tilskud gør det lettere at opføre en topmoderne sygeafdeling, og ansætte læger og psykologer der tager sig af de indsattes velbefindende.
objective_grant_health_ward                 Byg en sygeafdeling
objective_grant_health_doctors              Ansæt mindst to læger
objective_grant_health_psychologist         Ansæt en psykolog (kræver et kontor)

objective_grant_bailout                     Støtteaktion af regeringen
objective_grant_bailout_description         Regeringen er dybt utilfreds med din arbejdsindsats, men de har besluttet at dit fængsel er for stort til at gå nedenom og hjem. Du får penge fra skatteyderne til at redde fængslet fra konkurs. Men du er nødt til at få styr på regnskabet - sørg for at fængslet har en positiv pengestrøm (daglige indtægter skal være større end udgifter), og afbetal din gæld til banken.
objective_grant_bailout_cashflow            Indtægter større end udgifter
objective_grant_bailout_debt                Afbetal din gæld


objective_grant_maintenance                         Vedligeholdelse af fængsel
objective_grant_maintenance_description             Almen vedligeholdelse af fængslet og udendørsarealerne er vigtigt for både de ansattes og indsattes sikkerhed. Ansæt de nødvendige medarbejdere, så dit fængsel kan holdes pænt og rent.
objective_grant_maintenance_research_root           Lås op for vedligeholdelse gennem "Bureaukrati"
objective_grant_maintenance_research_cleaning       Lås op for rengøring gennem "Bureaukrati"
objective_grant_maintenance_research_groundskeeping Lås op for vedligeholdelse af grund gennem "Bureaukrati"
objective_grant_maintenance_foreman                 Ansæt en formand (kræver et kontor)
objective_grant_maintenance_janitor                 Ansæt mindst to opsynsmænd
objective_grant_maintenance_gardener                Ansæt en gartner

objective_grant_visitation                          Besøgsrettigheder
objective_grant_visitation_description              En del fængsler i området står overfor sagsanlæg, eftersom de har nægtet indsatte deres besøgsrettigheder. Investorerne vil gerne undgå en skandale, og giver dig derfor dette tilskud så de fornødne faciliteter er til stede.
objective_grant_visitation_room                     Byg et besøgslokale
objective_grant_visitation_tables                   Tilføj mindst tre besøgsborde
objective_grant_visitation_commonroom               Byg et fællesrum
objective_grant_visitation_pooltable                Tilføj et poolbord
objective_grant_visitation_tv                       Tilføj mindst to fjernsyn
