
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Novo
experience_intoxicated                  Intoxicado
experience_wellfed                      Bem alimentado
experience_exercise                     Exercício

need_name_nothing                       Nada
need_name_bladder                       Xixi
need_name_bowels                        Cócó
need_name_sleep                         Dormir
need_name_food                          Comida
need_name_safety                        Segurança
need_name_hygiene                       Higiene
need_name_exercise                      Exercício
need_name_family                        Família
need_name_recreation                    Recriação
need_name_comfort                       Conforto
need_name_environment                   Ambiente
need_name_privacy                       Privacidade
need_name_freedom                       Liberdade
need_name_clothing                      Vestuário
need_name_drugs                         Drogas
need_name_alcohol                       Álcool
need_name_starving                      Inanição
need_name_spirituality                  Espiritualidade
need_name_literacy                      Literatura
need_name_babysleep                     Sono [Bebé]
need_name_babyplay                      Brincadeira [Bebé]
need_name_warmth                        Calor
need_name_staffbladder                  Bexiga
need_name_staffbowels                   Intestinos
need_name_stafffood                     Alimentos
need_name_staffsafety                   Segurança
need_name_staffrecreation               Recriação
need_name_staffcomfort                  Conforto
need_name_staffenvironment              Ambiente
need_name_staffrest                     Descanso
need_name_staffwarmth                   Calor
need_name_luxuries                      Luxos
needs_locked                            (Requer Psicólogo para mostrar as necessidades)
needs_title                             =[Necessidades]=

needs_total_prisoners                   *X prisioneiros têm esta necessidade
needs_total_concerned                   *X prisioneiros estão preocupados com esta necessidade
needs_total_desperate                   *X prisioneiros querem desesperadamente que esta necessidade seja satisfeita
needs_total_angry                       *X prisioneiros estão furiosos por esta necessidade não ser satisfeita
needs_total_active                      *X prisioneiros estão a lidar, neste momento, com esta necessidade

needs_total_staff                       *X funcionários têm esta necessidade
needs_total_concerned_staff             *X funcionários estão preocupados com esta necessidade
needs_total_desperate_staff             *X funcionários querem desesperadamente que esta necessidade seja satisfeita
needs_total_angry_staff                 *X funcionários estão furiosos por esta necessidade não ser satisfeita
needs_total_active_staff                *X funcionários estão a lidar, neste momento, com esta necessidade

needs_help_bladder                      Todos têm de ir à casa de banho, mesmo os prisioneiros. Não te esqueças de que muitas partes do Regime da prisão são muito rigorosas – por exemplo, não podem usar a casa de banho da cela se estiverem na sala de duche.
needs_help_bowels                       Todos têm de ir à casa de banho, mesmo os prisioneiros. Não te esqueças de que muitas partes do Regime da prisão são muito rigorosas – não podem usar a casa de banho da cela se estiverem na sala de duche, por exemplo.
needs_help_sleep                        Os prisioneiros têm de dormir. Os prisioneiros só conseguem dormir na cela que lhes foi atribuída e apenas entre as 20h e as 8h. Obviamente, também precisam de uma cama.
needs_help_food                         Todos têm de comer e a maioria das pessoas precisa de comer mais de uma vez por dia. Se achares que as Cozinhas não conseguem dar resposta à procura, tenta contratar mais Cozinheiros ou adicionar mais Fogões às Cozinhas. Também podes ajustar as políticas alimentares no separador Políticas da janela Relatório.
needs_help_safety                       Mesmo na prisão, os prisioneiros querem sentir-se em segurança. Se ocorrerem muitas lutas na tua prisão ou se o nível de perigo geral for elevado, os prisioneiros sentem-se menos seguros e podem pensar em arranjar uma arma. Se esta situação se tornar num problema, experimente aumentar a segurança em toda a prisão através da contratação de mais Guardas, criação de mais patrulhas ou satisfação das outras necessidades dos prisioneiros.
needs_help_hygiene                      A maioria dos prisioneiros quer lavar-se regularmente, especialmente de manhã, quando acorda. O regime de Duche força os prisioneiros sem Duche pessoal a deslocarem-se à sala de Duche mais próxima. Se esta situação se tornar num problema, considera a expansão das instalações de Duche ou a adição de mais Tempo Livre para os prisioneiros poderem tomar o duche de que precisam.
needs_help_environment                  Os prisioneiros detestam viver na sujidade e, com muitos prisioneiros a usar as mesmas instalações, é fácil a sujidade acumular-se rapidamente. Contrata alguns Funcionários de Limpeza ou coloca os prisioneiros a trabalhar num Armário de Limpeza para controlar esta situação.
needs_help_privacy                      Por vezes, os prisioneiros querem tempo para si próprios. Normalmente, para tal basta passar tempo na sua cela, mas se o prisioneiro viver num Dormitório com muitos outros prisioneiros, poderá não ter lá muita privacidade.
needs_help_clothing                     Os prisioneiros querem roupa limpa periodicamente, mesmo que seja o mesmo macacão laranja. Adiciona uma Lavandaria à prisão e contrata Funcionários de Limpeza ou coloca prisioneiros a trabalhar para que este sonho se realize.
needs_help_drugs                        Muitos prisioneiros têm problemas de toxicodependência – até poderá ser este o motivo de estarem na prisão. Podes ajudar a tratar este problema com um Programa de Tratamento da Toxicodependência na Enfermaria.
needs_help_alcohol                      Muitos prisioneiros têm problemas de alcoolismo e fazem tudo para obterem álcool. Podes tentar aliviar este problema com sessões de Terapia de Grupo para Alcoólicos.
needs_help_spirituality                 Muitos prisioneiros têm diferentes crenças religiosas. Podes permitir que os prisioneiros pratiquem estas crenças adicionando Bancos de Igreja ou Tapetes de Oração à prisão, mas a construção de uma Capela e a realização de programas de Orientação Espiritual produz melhores resultados e, normalmente, também ajuda a acalmar os prisioneiros.
needs_help_warmth                       Ninguém quer ter sempre frio, mas a natureza não se importa com isso. A adição de radiadores à prisão irá manter os edifícios suficientemente quentes para impedir que isto se torne num problema.
needs_help_babysleep                    Os Bebés precisam de dormir mais regularmente que as Prisioneiras. Se alguma das Prisioneiras tiver um Bebé, certifica-te de que tens Berços disponíveis, para que o Bebé possa dormir sempre que precise.
needs_help_babyplay                     Os Bebés precisam de atenção e entretenimento. Se alguma das tuas Prisioneiras tiver um Bebé, certifica-te de que tens Tapetes de Jogos numa área acessível.

needs_help_staffbladder                 Mesmo os Funcionários precisam de usar a casa de banho ocasionalmente. Irão fazê-lo durante os intervalos.
needs_help_staffbowels                  Mesmo os Funcionários precisam de usar a casa de banho ocasionalmente. Irão fazê-lo durante os intervalos.
needs_help_stafffood                    Os Funcionários precisam de comer e devem fazê-lo em Cantinas apenas para funcionários ou Salas de funcionários. Os alimentos são fornecidos aos funcionários, para que não tenham de comer a mesma porcaria que os prisioneiros.
needs_help_staffsafety                  Mesmo trabalhando numa prisão, os funcionários têm o direito à segurança. Elevados níveis de perigo ou lutas constantes fazem com que os funcionários se sintam inseguros, embora seja possível em parte combater isto equipando melhor os guardas.
needs_help_staffrecreation              Os funcionários passam muito tempo na prisão e precisam ocasionalmente de algum entretenimento. Televisores ou um rádio na Sala de funcionários são uma forma de o conseguir.
needs_help_staffcomfort                 A maior parte dos funcionários passa todo o dia de pé; ocasionalmente, precisam de descansar. Uma boa forma de mitigar esta situação é dar-lhes um sítio agradável para se sentarem durante os intervalos.
needs_help_staffenvironment             Os funcionários não querem trabalhar numa prisão suja, da mesma forma que os prisioneiros não querem viver numa. Manter a prisão limpa evita que isto se torne um problema.
needs_help_staffrest                    Os funcionários precisam de fazer intervalos durante o dia, para recarregar as energias. Preferem descansar numa sala de funcionários privada, com alguns sofás confortáveis.

reputation_title                        Reputação
reputation_hidden                       (Traços de Reputação Desconhecidos)
reputation_hidden_short                 ???

reputation_legendary                    --LENDÁRIA--
reputation_strong                       Forte
reputation_tough                        Resistente
reputation_volatile                     Volátil
reputation_snitch                       Delator
reputation_deadly                       Mortal
reputation_stoical                      Inabalável
reputation_fearless                     Destemido
reputation_exlaw                        Ex-agente da lei
reputation_copkiller                    Assassino de polícias
reputation_quick                        Rápido
reputation_instigator                   Instigador
reputation_fighter                      Lutador habilidoso
reputation_gangmember                   Membro de Gangue
reputation_federalwitness               Testemunha Federal
reputation_preacher                     Pregador
reputation_connected                    Ligado
reputation_workaholic                   Viciado no trabalho
reputation_clean                        Limpo
reputation_pickpocket                   Carteirista
reputation_copycat                      Ladrão de identidade
reputation_dangerous                    Perigoso
reputation_escapeartist                 Escapista

reputation_strong_high                  Extremamente forte
reputation_tough_high                   Extremamente resistente
reputation_volatile_high                Extremamente instável
reputation_deadly_high                  Extremamente mortal
reputation_exlaw_high                   Ex-guarda prisional
reputation_quick_high                   Extremamente rápido
reputation_fighter_high                 Lutador experiente
reputation_connected_high               Com bons contactos
reputation_dangerous_high               Extremamente perigoso

reputation_legendary_high               --LENDÁRIA--
reputation_snitch_high                  Delator
reputation_stoical_high                 Inabalável
reputation_fearless_high                Destemido
reputation_copkiller_high               Assassino de polícias
reputation_instigator_high              Instigador
reputation_gangmember_high              Membro de Gangue
reputation_federalwitness_high			Testemunha federal
reputation_preacher_high                Pregador
reputation_workaholic_high              Viciado no trabalho
reputation_clean_high                   Limpo
reputation_pickpocket_high              Carteirista
reputation_copycat_high                 Ladrão de identidade
reputation_escapeartist_high            Escapista

reputationtooltip_legendary             Este prisioneiro é uma lenda do submundo do crime e tem inúmeras competências e capacidades que o tornam numa pessoa muito perigosa.
reputationtooltip_strong                Este prisioneiro dá socos muito fortes numa luta.
reputationtooltip_tough                 Este prisioneiro suporta muita pancada numa luta. Às vezes, consegue ficar de pé ao ser atingido por um Taser.
reputationtooltip_volatile              Este prisioneiro pode tornar-se agressivo a qualquer momento e sem motivo algum.
reputationtooltip_stoical               Este prisioneiro não ficará reprimido quando trancado na solitária. Ele não se importa nada.
reputationtooltip_snitch                Este prisioneiro é um informador conhecido, pelo que a sua vida pode estar em perigo. Não o deixes sozinho com outros prisioneiros durante muito tempo.
reputationtooltip_deadly                Este prisioneiro é mestre em movimentos letais e pode matar com apenas um golpe.
reputationtooltip_exlaw                 Este prisioneiro já foi um polícia ou outro agente da lei. A sua vida pode estar em perigo.
reputationtooltip_copkiller             Este prisioneiro é culpado da morte de um polícia. Os guardas da prisão podem não se conter ao reprimi-lo.
reputationtooltip_fearless              Este prisioneiro não fica intimidado ao ver Guardas Armados e não se rende facilmente numa luta.
reputationtooltip_quick                 Este prisioneiro é um corredor excecional.
reputationtooltip_instigator            Este prisioneiro semeia desordem à sua volta. Quando ele causa problemas, os outros prisioneiros têm vontade de fazer o mesmo.
reputationtooltip_fighter               Este prisioneiro é especialista em combates defensivos. Pode desarmar o seu adversário e até roubar-lhe a arma numa luta.
reputationtooltip_gangmember            Este prisioneiro pertence a um gangue. Defenderá os membros do seu gangue e incitará ao ódio aos gangues rivais.
reputationtooltip_federalwitness        Este prisioneiro é uma testemunha num caso legal importante, e assim foi feita uma jura de morte por um gangue ou por um chefe do crime.
reputationtooltip_preacher              Este prisioneiro é extremamente carismático e consegue converter outros para a sua religião, satisfazendo a necessidade de Espiritualidade destes.
reputationtooltip_connected             Este prisioneiro tem bons contactos em todo o lado, dentro e fora da prisão. Parece conseguir produzir contrabando do nada.
reputationtooltip_workaholic            Este prisioneiro é obrigado a trabalhar e, depois de começar, não irá parar até não haver mais nada para fazer, ignorando o regime e até as suas necessidades básicas.
reputationtooltip_clean                 Este prisioneiro está obcecado com limpeza; por isso, a sua necessidade de higiene irá aumentar a uma taxa muito mais elevada.
reputationtooltip_copycat               Este prisioneiro consegue copiar os comportamentos e ações dos prisioneiros próximos de si, duplicando as suas reputações.
reputationtooltip_dangerous             Este prisioneiro é prejudicial para outras pessoas nas proximidades. Como? Porquê? Quem sabe?
reputationtooltip_escapeartist          Este prisioneiro é um escapista profissional e diverte-se a fugir. Tenta constantemente roubar chaves da cadeia e fugir.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working                       A trabalhar
nameplate_stationed                     Parado
nameplate_patrolling                    A patrulhar
nameplate_resting                       A descansar
nameplate_tired                         Cansado
nameplate_injured                       Ferido
nameplate_unconscious                   Inconsciente
nameplate_dead                          MORTO
nameplate_released                      LIBERTO
nameplate_researching                   A pesquisar
nameplate_overdose                      OVERDOSE
nameplate_starving                      ESFOMEADO
nameplate_wounded                       A SANGRAR


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Alimentar todos os prisioneiros
objective_caption_prisoners             Prisioneiros
objective_caption_meals                 Refeições
objective_readceosletter                Ler a carta do Presidente
objective_actionrequired                Relatórios de incidentes

objective_deathrowinmates               Situação dos prisioneiros do Corredor da Morte

objective_prisonerintake                Entrada de prisioneiros
objective_intake_arrivals               *X prisioneiros a chegar às 8:00
objective_intake_closed                 A tua prisão não receberá novos prisioneiros
objective_intake_closed2                (Veja o Relatório de prisioneiros)
objective_intake_closed3                (Veja o Relatório de Admissão)
objective_intake_specials				Transferências especiais:
objective_intake_categories             Categorias:
objective_intake_minsec                 Mínima,
objective_intake_medsec                 Média,
objective_intake_maxsec                 Máxima
objective_intake_deathrow               Corredor da Morte
objective_intake_typeclosed             Encerrada
objective_intake_typefillcapacity       Capacidade Máxima
objective_intake_typetotalprisoners     Preencher até *X
objective_intake_typenumperday          *X por dia
objective_intake_typeallavailable       Todos Disponíveis
objective_intake_closedstrike           Admissão indisponível durante greves de funcionários

objective_firstgrant                    Aceita a tua primeira Bolsa
objective_firstgrant_description        Aceita a tua primeira bolsa monetária abrindo a janela de relatórios (premindo o botão no canto inferior direito do ecrã), selecionando o separador Bolsas e escolhendo uma das Bolsas disponíveis.

objective_builddeliveriesroom           Define uma área de entrega

objective_outgoing                      Prisioneiros a serem libertos
objective_outgoing_count                *X prisioneiros prontos para serem libertos
objective_outgoing_timer                (*X horas)

objective_visitors                      Visitantes (8:00 - 20:00)
objective_visitors_waiting              *X famílias a aguardar a visita
objective_visitors_onsite               *X visitantes no local em *Y grupos

objective_staffexhausted                Equipa exausta
objective_reststaff_exhausted           *X funcionários estão exaustos.
objective_reststaff_resting             (*X estão a descansar)
objective_reststaff_needstaffroom       Constrói uma Sala da Equipa para que possam descansar.

objective_punishment_solitary           *X na solitária
objective_punishment_solitary_queue     *X a aguardar para ir para a solitária
objective_punishment_solitary_mix       *X na solitária (+*Y à espera)
objective_punishment_lockdown           *X na cela
objective_incident_medical              *X a precisar de atendimento médico
objective_incident_dead                 *X corpos

objective_prisonerparole                Liberdade condicional
objective_parole_count                  *X prisioneiros prontos para a liberdade condicional

objective_payment_receivedfull          Pagamento: *X recebido
objective_payment_receivedpart          Pagamento: *X recebido do total de *Y

objective_grant_bootstraps                  Centro Básico de Detenção
objective_grant_bootstraps_description      Transforma um campo vazio numa prisão funcional. Este contrato governamental dá-te os recursos necessários para construir as estruturas básicas para o seu primeiro conjunto de prisioneiros.
objective_grant_bootstraps_holdingcell      Constrói uma cela temporária
objective_grant_bootstraps_shower           Constrói um chuveiro
objective_grant_bootstraps_yard             Constrói um pátio
objective_grant_bootstraps_kitchen          Constrói uma cozinha
objective_grant_bootstraps_canteen          Constrói uma cantina
objective_grant_bootstraps_guard            Contrata no mínimo 2 guardas
objective_grant_bootstraps_chef             Contrata no mínimo 2 cozinheiros

objective_grant_administration                          Centro Administrativo
objective_grant_administration_description              Qualquer projeto de prisão necessita de um centro administrativo, para assegurar que as coisas funcionam e para manter o projeto dentro do orçamento. Este contrato assume a contratação de um Diretor e um Contabilista e dos seus respetivos escritórios, que nos darão acesso ao sistema completo de Verbas Federais.
objective_grant_administration_offices                  Constrói 2 escritórios
objective_grant_administration_warden                   Contrata um Diretor
objective_grant_administration_accountant_research      Desbloqueia as Finanças através da Burocracia
objective_grant_administration_accountant               Contrata um Contabilista

objective_grant_firstcellblock                  Bloco A
objective_grant_firstcellblock_description      O básico está construído e a funcionar. Agora é altura de construíres o teu primeiro bloco de celas e transferir os prisioneiros existentes para as suas próprias celas.
objective_grant_firstcellblock_cells            Aumenta a capacidade de prisioneiros para 15

objective_grant_health                      Saúde e bem-estar dos prisioneiros
objective_grant_health_description          A saúde física e mental dos prisioneiros é muito importante. Este subsídio é para facilitar a construção de uma ala médica com tecnologia avançada e contratar médicos e psicólogos para cuidar das necessidades médicas dos prisioneiros.
objective_grant_health_ward                 Constrói uma ala médica
objective_grant_health_doctors              Contrata no mínimo 2 médicos
objective_grant_health_psychologist         Contrata um psicólogo (Requer um Escritório)

objective_grant_bailout                     Fiança Governamental
objective_grant_bailout_description         O governo está muito insatisfeito com o teu desempenho, mas decidiu que a tua prisão é muito grande para fechar. Fundos de contribuição serão lançados para salvar a prisão da falência. Porém, deves realinhar o caixa. Recupera o fluxo de caixa positivo (receita diária maior que as despesas) e salda as dividas com o banco.
objective_grant_bailout_cashflow            Receita maior que a despesa
objective_grant_bailout_debt                Paga as tuas dívidas


objective_grant_maintenance                         Manutenção da prisão
objective_grant_maintenance_description             A conservação e manutenção geral da prisão e dos arredores é importante tanto para a proteção como para a segurança dos funcionários e dos prisioneiros. Contrata o pessoal necessário para manter sua prisão limpa e organizada.
objective_grant_maintenance_research_root           Desbloqueia a Manutenção através da Burocracia
objective_grant_maintenance_research_cleaning       Desbloqueia o Técnico de Limpeza através da Burocracia
objective_grant_maintenance_research_groundskeeping Desbloqueia a Jardinagem através da Burocracia
objective_grant_maintenance_foreman                 Contrata um Mestre de Obra (requer um escritório)
objective_grant_maintenance_janitor                 Contrata pelo menos dois técnicos de limpeza
objective_grant_maintenance_gardener                Contrata um jardineiro

objective_grant_visitation                          Direito a visita
objective_grant_visitation_description              Outras prisões na região estão a ser processadas por negarem o direito de visita aos prisioneiros. Os investidores não querem um escândalo e estão a disponibilizar esse subsídio para garantir que instalações adequadas estejam disponíveis.
objective_grant_visitation_room                     Constrói uma sala de visitas
objective_grant_visitation_tables                   Adicione pelo menos três mesas para visitantes
objective_grant_visitation_commonroom               Constrói uma sala comunitária
objective_grant_visitation_pooltable                Adicione uma mesa de snooker
objective_grant_visitation_tv                       Adiciona pelo menos duas TVs
objective_grant_visitation_phones                   Constrói pelo menos cinco cabines telefónicas

objective_grant_basicsecurity                       Certificação em Procedimentos de Segurança
objective_grant_basicsecurity_description           Um problema comum nas prisões novas é a falta de segurança devido à inexperiência dos funcionários com o complexo. Garante que não há esses percalços iniciais que podem manchar o nosso currículo no futuro, aumentando a segurança para um nível aceitável.
objective_grant_basicsecurity_chief                 Contrata um Chefe de Segurança (requer um escritório)
objective_grant_basicsecurity_guards                Contrata dez guardas
objective_grant_basicsecurity_patrols               Designa três guardas para patrulhas
objective_grant_basicsecurity_research              Desbloqueia Rondas através da Burocracia

objective_grant_enhancedsecurity                    Avaliações de Segurança Governamental
objective_grant_enhancedsecurity_description        O governo tem certos requisitos de segurança para prisões que passam de um certo tamanho e aplica multas severas para as que não atendem. Assegura que isso não se torne num problema.
objective_grant_enhancedsecurity_armoury            Constrói um Arsenal
objective_grant_enhancedsecurity_kennel             Constrói um Canil
objective_grant_enhancedsecurity_guards             Contrata dois guardas armados
objective_grant_enhancedsecurity_dogs               Contrata dois treinadores
objective_grant_enhancedsecurity_patroldogs         Designa dois treinadores de cães para as rondas com cão
objective_grant_enhancedsecurity_patrolarmed        Designa dois guardas armados para uma ronda

objective_grant_advancedsecurity                    Construir Infraestrutura de Segurança Máxima
objective_grant_advancedsecurity_description        Manter a segurança para um número grande de prisioneiros pode ser difícil, mas o custo de uma fuga pode ser ainda maior do que o custo de implementar medidas de segurança apropriadas. Instala o equipamento de segurança necessário para toda a prisão.
objective_grant_advancedsecurity_guards             Aumenta o tamanho da força de segurança
objective_grant_advancedsecurity_researchcctv       Desbloqueia o CITV através da Burocracia
objective_grant_advancedsecurity_researchbodyarmour Desbloqueia Armaduras através da Burocracia
objective_grant_advancedsecurity_researchtazers     Desbloqueia Tasers através da Burocracia
objective_grant_advancedsecurity_office             Constrói uma Sala de Segurança
objective_grant_advancedsecurity_cctvmonitor        Constrói um Monitor de CITV
objective_grant_advancedsecurity_cctvcameras        Coloca câmaras de CITV por toda a prisão

objective_grant_prisonerworkforce                   Aclimatação e Compromisso de prisioneiros
objective_grant_prisonerworkforce_description       Ter prisioneiros a trabalhar na prisão é uma boa maneira de integrá-los no ambiente e reduzir custos. Finaliza o treino necessário e constrói as instalações necessárias para mandares os teus prisioneiros trabalhar.
objective_grant_prisonerworkforce_research          Desbloqueia o Trabalho Prisional através da Burocracia
objective_grant_prisonerworkforce_cleaning          Constrói uma Despensa
objective_grant_prisonerworkforce_laundry           Constrói uma Lavandaria
objective_grant_prisonerworkforce_kitchenclass      Tem 3 prisioneiros aprovados no programa de Higiene e Segurança na Cozinha
objective_grant_prisonerworkforce_laundryassigned   Designa 3 prisioneiros para trabalhar na Lavandaria
objective_grant_prisonerworkforce_kitchenassigned   Designa 3 prisioneiros para trabalhar na Cozinha
objective_grant_prisonerworkforce_cleaningassigned  Designa 3 prisioneiros para trabalhar na Despensa

objective_grant_educationreformprogram              A Iniciativa de Reintegração Através da Educação
objective_grant_educationreformprogram_description  Um grupo de campanha de destaque está a efetuar uma experiência social de grande escala sobre os efeitos da educação nos índices de reincidência dos prisioneiros. Organiza algumas salas de aula e começa a educar os prisioneiros.
objective_grant_educationreformprogram_research     Desbloqueia a Educação através da Burocracia
objective_grant_educationreformprogram_classroom    Constrói uma Sala de Aula
objective_grant_educationreformprogram_desks        Constrói 20 mesas de estudo
objective_grant_educationreformprogram_foundationed Tem 10 prisioneiros aprovados no curso de Fundamentos de Educação
objective_grant_educationreformprogram_generaled    Tem um prisioneiro aprovado no curso de Qualificação Geral em Educação

objective_grant_prisonlabour                        Produção Prisional
objective_grant_prisonlabour_description            Os financiadores querem que aumentes a rentabilidade da prisão e estão dispostos a investir para te ajudar a construir oficinas e aproveitar a mão de obra dos prisioneiros.
objective_grant_prisonlabour_workshop               Constrói uma Oficina
objective_grant_prisonlabour_saw                    Constrói duas serras elétricas
objective_grant_prisonlabour_press                  Constrói duas prensas hidráulicas
objective_grant_prisonlabour_reform                 Tem 5 prisioneiros aprovados no Programa de Segurança no Trabalho
objective_grant_prisonlabour_plates                 Produz 30 matrículas

objective_grant_furnituremanufacturing              Programa de Aprendizagem em Carpintaria
objective_grant_furnituremanufacturing_description  A oferta de cursos de carpintaria aos prisioneiros pode ensinar-lhes uma habilidade valiosa, que podem usar quando forem soltos, e permite que produzam móveis de alta qualidade na carpintaria, que podem ser vendidos para aumentar os rendimentos.
objective_grant_furnituremanufacturing_forestry     Constrói uma Floresta
objective_grant_furnituremanufacturing_table        Constrói duas mesas de carpintaria
objective_grant_furnituremanufacturing_reform       Tem 2 prisioneiros aprovados no Curso de Carpintaria
objective_grant_furnituremanufacturing_bed          Produz 10 camas melhores

objective_grant_reducestaffstress                   Iniciativa ao Bem-Estar da Equipa
objective_grant_reducestaffstress_description       Os sindicatos dos funcionários prisionais receberam relatórios de funcionários stressados e sobrecarregados, com o agravante de ocorrências de erros. Garante que tais problemas não ocorrem no teu complexo.
objective_grant_reducestaffstress_staffroom         Constrói uma Sala da Equipa
objective_grant_reducestaffstress_freeguards        Tem pelo menos 5 guardas sem tarefas definidas
objective_grant_reducestaffstress_restedstaff       Assegura que nenhum dos teus funcionários está exausto

objective_grant_shortterminvestment                 Investimento a Curto Prazo
objective_grant_shortterminvestment_description     Aplica num fundo de investimento que dará um retorno razoável pela sua quantia inicial.
objective_grant_shortterminvestment_wait            Aguarda pelo retorno do investimento...

objective_grant_longterminvestment                  Investimento a Longo Prazo
objective_grant_longterminvestment_description      Aplica num fundo de investimento de longo prazo, que dará um retorno razoável pela sua quantia inicial.
objective_grant_longterminvestment_wait             Aguarda pelo retorno do investimento...

objective_grant_cellblock50                         Bloco B
objective_grant_cellblock50_description             Está na hora de expandires a prisão para além de um mero complexo temporário.
objective_grant_cellblock50_cells                   Aumenta a capacidade prisional para 50

objective_grant_cellblock100                        Bloco C
objective_grant_cellblock100_description            Faz um uso adequado do teu terreno expandindo a prisão.
objective_grant_cellblock100_cells                  Aumenta a capacidade prisional para 100

objective_grant_cellblock200                        Bloco D
objective_grant_cellblock200_description            Mais prisioneiros significa mais investimento do governo. Aumenta a capacidade prisional para beneficiares com isso.
objective_grant_cellblock200_cells                  Aumenta a capacidade prisional para 200

objective_grant_cellblock500                        Bloco E
objective_grant_cellblock500_description            O governo disponibiliza ótimos incentivos financeiros para as grandes prisões. Está na hora de trabalhar para atingir esse objetivo.
objective_grant_cellblock500_cells                  Aumenta a capacidade prisional para 500

objective_grant_nutritionresearch                   Pesquisa de Nutrição Prisional
objective_grant_nutritionresearch_description       Um grupo independente de pesquisa está a financiar a participação num teste para avaliar os efeitos da variação nos hábitos alimentares dos prisioneiros.
objective_grant_nutritionresearch_poor              Serve apenas uma refeição de baixa quantidade e variedade por dois dias
objective_grant_nutritionresearch_good              Serve três refeições de alta variedade e quantidade por dois dias

objective_grant_drugsearch                          Apreensão de Drogas
objective_grant_drugsearch_description              A preocupação sobre o uso de drogas em grandes prisões está a aumentar. Tem uma atitude proativa e mostra que estás a par da situação.
objective_grant_drugsearch_find                     Encontra 10 drogas ilegais

objective_grant_contrabandsupply                    Limpeza de Ferramentas
objective_grant_contrabandsupply_description        Após diversos incidentes noutras prisões envolvendo objetos roubados, um grupo está a efetuar estudos sobre a distribuição de ferramentas e armas em prisões. Esta parte do teste envolve a tentativa de remover todos esses itens da população da prisão.
objective_grant_contrabandsupply_tools              Remove o stock de ferramentas roubadas
objective_grant_contrabandsupply_weapons            Remove o stock de armas roubadas

grant_category_completed                            Completo:
grant_category_unlocked                             Desbloqueado:
grant_category_cash                                 Dinheiro:
grant_category_cashflow                             Fluxo de caixa:
grant_category_debt                                 Dívidas:
grant_category_prisoners                            Prisioneiros:

grant_property_atleast                              Pelo menos *X
grant_property_atmost                               Não mais que *X


# =============================================================================
# Materials
# =============================================================================


object_none                              Nenhum
object_box                               Caixa
object_stack                             Pilha
object_bed                               Cama
object_bunkbed                           Beliche
object_crib                              Berço
object_toilet                            Sanita
object_table                             Mesa
object_chair                             Cadeira
object_bench                             Banco
object_electricchair                     Cadeira elétrica
object_jaildoor                          Porta de barra
object_jaildoorlarge                     Porta de barra grande
object_door                              Porta
object_solitarydoor                      Porta de solitária
object_staffdoor                         Porta de serviço
object_remotedoor                        Porta automática
object_roadgate                          Portão
object_jailbars                          Barras da prisão
object_window                            Janela
object_windowlarge                       Janela grande
object_tree                              Árvore
object_light                             Luz
object_cooker                            Fogão
object_fridge                            Frigorífico
object_bin                               Lixeira
object_sink                              Lavatório
object_servingtable                      Mesa de jantar
object_showerhead                        Chuveiro
object_brick                             Tijolo
object_concrete                          Betão
object_steel                             Aço
object_ingredients                       Ingredientes
object_ingredientscooking                Ingredientes (A Cozinhar)
object_ingredientscooked                 Ingredientes (Cozidos)
object_ingredientsspoiled                Ingredientes (Estragados)
object_meal                              Refeição
object_foodtray                          Tabuleiro
object_foodtraydirty                     Tabuleiro (Sujo)
object_grassturf                         Tufo de relva
object_prisoneruniform                   Uniforme
object_dirtyprisoneruniform              Uniforme (Sujo)
object_crumpledprisoneruniform           Uniforme (Amarrotado)
object_bleach                            Lixívia
object_sheetmetal                        Folha de metal
object_licenseplateblank                 Matrícula de carro (em branco)
object_licenseplate                      Matrícula de carro
object_log                               Registo
object_wood                              Madeira
object_workman                           Operário
object_truckdriver                       Motorista
object_guard                             Guarda
object_riotguard                         Polícia de choque
object_armedguard                        Guarda armado
object_prisoner                          Prisioneiro
object_doctor                            Médico
object_paramedic                         Paramédico
object_cook                              Cozinheiro
object_gardener                          Jardineiro
object_janitor                           Técnico de limpeza
object_fireman                           Bombeiro
object_avatar                            Avatar
object_actor                             Ator
object_visitor                           Visitante
object_executionwitness                  Testemunha de execução
object_doghandler                        Treinador de cão
object_dog                               Cão polícia
object_dogcrate                          Casota do cão
object_teacher                           Professor
object_soldier                           Soldado
object_sniper                            Sniper
object_warden                            Diretor
object_chief                             Chefe de segurança
object_foreman                           Mestre de obras
object_psychologist                      Psicólogo
object_accountant                        Contabilista
object_lawyer                            Advogado
object_supplytruck                       Camião de abastecimentos
object_prisonerbus                       Autocarro de prisioneiros
object_fireengine                        Carro de bombeiros
object_riotvan                           Carrinha da polícia de choque
object_ambulance                         Ambulância
object_hearse                            Carro fúnebre
object_trooptruck                        Camião do exército
object_fire                              Fogo
object_garbage                           Lixo
object_rubble                            Cascalho
object_bookshelf                         Prateleira
object_officedesk                        Mesa de escritório
object_filingcabinet                     Arquivo
object_medicalbed                        Maca médica
object_morgueslab                        Mesa de morgue
object_equipment                         Equipamento
object_prop                              Acessório
