
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
contraband_log_hidden	숨겨짐
contraband_log_detected	탐지됨
contraband_log_dog	경비견
contraband_log_found	찾음
contraband_log_owner	소유자
contraband_log_arranged	*X시간 전 조정됨

gangs_guards	교도관 *X
gangs_soldiers	군인 *X / *Y 최대
gangs_evict	퇴거
gangs_status	*X 단원 . *Y 살인 . $*Z

schedule_zone_shared	공용구역
schedule_zone_minseconly	저위험자
schedule_zone_medseconly	중위험자
schedule_zone_maxseconly	고위험자
schedule_zone_protectedonly	보호감호
schedule_zone_supermaxonly	초고위험자
schedule_zone_deathrowonly	사형수
schedule_zone_staffonly	직원 전용
schedule_zone_unlocked	잠금해제됨



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	대변보는중
action_wee	소변보는중
action_wash	샤워 중
action_relax	휴식 중
action_sleep	수면 중
action_nap	잠깐 졸기
action_getmeal	식사 중
action_sit	앉음
action_exercise	운동
action_liftweights	역기
action_phonehome	가족 전화
action_watchtv	TV 시청
action_playpool	당구
action_stealknife	의심 행동
action_stealspoon	의심 행동
action_urinate	노상방뇨
action_soilsuit	옷 더럽힘
action_eat	식사
action_complain	불만제기
action_work	노역
action_visitation	면회
action_parole	가석방 청문회
action_none	없음
action_misbehaving	부정행위
action_escaping	탈옥
action_destroying	파괴
action_spoiling	망침
action_fighting	싸움
action_rioting	폭동
action_hostagetaking	인질 잡음
action_reformprogram	교정 프로그램
action_changeclothes	옷 갈아입기
action_getbook	책 가짐
action_pray	기도중
action_shopping	구매중
action_playinggame	게임 중

action_foodpoisoning_1	으악 제발 멈춰 주세요
action_foodpoisoning_2	다 쏟아져 나옵니다
action_foodpoisoning_3	온 사방에 구토
action_foodpoisoning_4	대체 왜 이런 일이
action_foodpoisoning_5	거의 다 죽어감

status_effect_title	=[상태 효과]=
status_effect_none	없음
status_effect_suppressed	제압됨
status_effect_goodfood	잘 먹음
status_effect_drunk	취함
status_effect_high	높음
status_effect_withdrawal	금단증상
status_effect_tazed	테이저 맞음
status_effect_overdosed	약물남용
status_effect_surrendered	항복함
status_effect_calming	진정됨
status_effect_angst	화남
status_effect_wounded	출혈
status_effect_virus	질병
status_effect_virusdeadly	질병
status_effect_overheating	과열
status_effect_exposure	노출
status_effect_foodpoisoning	식중독
status_effect_riledup	짜증남
status_effect_statusswimming	수영
status_effect_statusdrowning	익사

condition_treated	치료됨
condition_needstreating	치료가 필요함

experience_totaltime	총 시간
experience_misconduct	불법행위
experience_lockeddown	전체잠금
experience_regime	시간표
experience_sleep	취침
experience_work	노역
experience_class	수업
experience_freetime	자유시간
experience_moodbad	나쁨
experience_moodnormal	보통
experience_moodgood	좋음
experience_nocondition	없음
experience_kod	마약
experience_hurt	아픔
experience_suppressed	제압됨
experience_intoxicated	중독
experience_wellfed	잘 먹음
experience_exercise	운동

need_name_nothing	없음
need_name_bladder	소변
need_name_bowels	대변
need_name_sleep	취침
need_name_food	음식
need_name_safety	안전
need_name_hygiene	위생
need_name_exercise	운동
need_name_family	가족
need_name_recreation	재미
need_name_comfort	편안
need_name_environment	환경
need_name_privacy	사생활
need_name_freedom	자유
need_name_clothing	옷
need_name_drugs	마약
need_name_alcohol	알콜
need_name_starving	굶주림
need_name_spirituality	종교
need_name_literacy	문학
need_name_babysleep	[아기] 수면
need_name_babyplay	[아기] 놀이
need_name_warmth	따뜻함
need_name_staffbladder	소변
need_name_staffbowels	대변
need_name_stafffood	음식
need_name_staffsafety	안전
need_name_staffrecreation	재미
need_name_staffcomfort	편안
need_name_staffenvironment	환경
need_name_staffrest	휴식
need_name_staffwarmth	따뜻함
need_name_luxuries	사치
needs_locked	(욕구를 파악하려면 심리학자가 필요합니다)
needs_title	=[욕구]=

needs_total_prisoners	*X 죄수들에게 이 욕구가 있습니다
needs_total_concerned	*X 죄수들이 이 욕구를 걱정하고 있습니다
needs_total_desperate	*X 죄수들이 이 욕구가 충족되기를 간절히 바라고 있습니다
needs_total_angry	*X 죄수들이 이 욕구가 충족되지 않아 격분하고 있습니다
needs_total_active	*X 죄수들이 현재 이 욕구를 충족시키는 중입니다

needs_total_staff	*X명의 직원들에게 이 욕구가 있습니다
needs_total_concerned_staff	*X명의 직원들이 이 욕구를 걱정하고 있습니다
needs_total_desperate_staff	*X명의 직원들이 이 욕구가 충족되기를 간절히 바라고 있습니다
needs_total_angry_staff	*X명의 직원들이 이 욕구가 충족되지 않아 격분하고 있습니다
needs_total_active_staff	*X명의 직원들이 현재 이 욕구를 충족시키는 중입니다

needs_help_bladder	모든 사람들은 화장실을 이용할 수 있어야 합니다. 죄수라도요. 교도소 체제의 대부분은 꽤 엄격한 편이라는 것을 잊지 마세요 - 예를 들어 죄수들이 샤워실에 있어야 한다면 그들은 감방 안에 있는 변기를 사용할 수 없습니다.
needs_help_bowels	모든 사람들은 화장실을 이용할 수 있어야 합니다. 죄수라도요. 교도소 체제의 대부분은 꽤 엄격한 편이라는 것을 잊지 마세요 - 예를 들어 죄수들이 샤워실에 있어야 한다면 그들은 감방 안에 있는 변기를 사용할 수 없습니다.
needs_help_sleep	죄수들에게는 수면이 필요합니다. 죄수들은 배정 받은 감방에서만 잘 수 있으며 저녁 8시에서 오전 8시 사이에만 수면을 취할 수 있습니다. 물론 침대도 필요하겠죠.
needs_help_food	모든 사람들은 음식을 먹어야 하며, 대부분의 사람들은 하루에 한 끼 이상을 먹어야 합니다. 주방이 수요를 충당하지 못한다면 요리사를 추가로 고용하거나 주방에 가스레인지를 추가로 들여놓으세요. 또한 보고서 창의 정책 탭에서 음식 정책을 변경할 수 있습니다.
needs_help_safety	교도소에 있다 해도 죄수들은 안전함을 느끼고 싶어합니다. 교도소 내에서 싸움이 빈번하게 발생하거나 전반적인 위험 수위가 높을 경우 죄수들은 불안함을 느끼고 무기 소지를 고려하게 됩니다. 이것이 문제를 야기할 경우, 고용하는 교도관의 수를 늘려서 보안을 증가시키거나 순찰을 더 자주 하거나 죄수들의 다른 욕구를 충족시켜 주십시오.
needs_help_hygiene	대부분의 죄수들은 정기적으로 씻고 싶어하며, 특히 아침에 일어난 후에 더 그렇습니다. 샤워 제도는 개인 샤워실이 없는 죄수들이 가장 인접한 샤워실로 가도록 만듭니다. 만일 이것이 문제가 된다면, 샤워 시설을 확장하거나 죄수들이 필요에 따라 샤워할 수 있도록 자유시간을 추가해 보십시오.
needs_help_environment	죄수는 열악한 환경에서 생활하고 싶지 않아하며 많은 수의 죄수들이 동일한 시설을 이용하기 때문에 시설이 꽤 빠르게 더러워질 수 있습니다. 청소부를 고용하거나 죄수들이 청소 도구실에서 작업하도록 지정하여 위생을 유지해 주세요.
needs_help_privacy	죄수들은 가끔 자기만의 시간을 갖고 싶어합니다. 개인 감방에서 생활한다면 보통 문제가 없지만, 다른 다수의 죄수들과 함께 생활해야 하는 공용 감방에 있는 죄수라면 사생활에 대한 불만이 생길 수 있습니다.
needs_help_clothing	똑같은 색의 점프수트라 하더라도 죄수들은 이따금씩 깨끗한 옷을 입기를 원하게 됩니다. 교도소에 세탁실을 설치하고 청소부를 고용하거나 죄수들이 노역하도록 하면 이 꿈을 이뤄줄 수 있습니다.
needs_help_drugs	다수의 죄수들은 마약 중독에 관련된 문제를 가지고 있습니다. 어쩌면 그들이 교도소에 수감되게 된 이유일지도 모르죠. 의무실에서 약물 치료 프로그램을 운영하는 것으로 이 문제를 해결하는 데 도움을 줄 수 있습니다.
needs_help_alcohol	다수의 죄수들은 알콜 중독으로 고생하며, 술을 손에 넣기 위해 무엇이든 하게 됩니다. 알콜 중독 집단 치료 프로그램을 운영하면 이를 완화하는 데 도움이 될 수 있습니다.
needs_help_spirituality	다수의 죄수들은 여러 종교를 가지고 있습니다. 교도소에 긴 의자나 기도용 매트를 추가하는 것으로도 죄수들의 종교 욕구를 충족시켜줄 수 있지만, 예배당을 건설하고 정신 수양 프로그램을 운영하는 것이 가장 효과적인 방법이며 덤으로 죄수들을 안정시키는 효과를 얻을 수도 있습니다.
needs_help_warmth	그 누구도 언제나 추운 것은 싫어하지만, 자연은 냉혹한 것이랍니다. 교도소에 라디에이터를 추가하면 건물의 온도를 따뜻하게 유지해 문제가 발생하지 않습니다.
needs_help_babysleep	아기는 일반 죄수보다 더 오래 잠을 자야 합니다. 아기를 데리고 들어온 죄수가 있는 경우 아기가 필요한 만큼 잘 수 있도록 아기 침대를 제공해 주도록 합니다.
needs_help_babyplay	아기는 보살핌과 재미에 대한 욕구가 충족되어야 합니다. 아기를 데리고 들어온 죄수가 있다면 이러한 죄수가 이용할 수 있는 공간에 플레이 매트를 준비해 주세요.

needs_help_staffbladder	직원들도 가끔씩은 화장실을 이용해야 합니다. 모두 휴식 시간에 화장실을 이용하게 됩니다.
needs_help_staffbowels	직원들도 가끔씩은 화장실을 이용해야 합니다. 모두 휴식 시간에 화장실을 이용하게 됩니다.
needs_help_stafffood	직원들은 식사를 해아 하며, 직원 전용 식당이나 직원사무실에서 식사를 합니다. 죄수들이 먹는 찌꺼기를 먹지 않아도 되도록 직원의 식사는 따로 배달이 됩니다.
needs_help_staffsafety	감옥에서 근무할지라도 직원들은 안전을 보장 받을 권리가 있습니다. 고위험 경보나 지속적인 싸움은 직원들을 불안하게 만들 수 있으며, 이는 더 나은 장비를 갖춘 교도관들을 배치하는 것으로 제어할 수 있습니다.
needs_help_staffrecreation	직원들은 감옥 안에서 많은 시간을 보내며 이따금씩 엔터테인먼트에 대한 욕구를 느낍니다. 직원 사무실에 TV나 라디오를 배치하는 것은 이 욕구를 충족시킬 수 있는 한 가지 방법입니다.
needs_help_staffcomfort	대부분의 직원들은 하루종일 서 있기 때문에 가끔씩 긴장을 풀고 쉬고 싶어합니다. 휴식 시간 동안 앉을 만한 곳을 만들어주는 것은 이 욕구를 충족시킬 수 있는 좋은 방법입니다.
needs_help_staffenvironment	죄수들이 깔끔한 감옥에 살고 싶어하는 만큼이나 직원들도 깔끔한 감옥에서 근무하고 싶어합니다. 감옥을 청결하게 유지하면 이 문제를 예방할 수 있습니다.
needs_help_staffrest	직원들은 낮 시간에 휴식을 취해 에너지를 재충전하고 싶어합니다. 안락한 소파가 있는 직원사무실에서 휴식을 취하는 것을 선호합니다.

reputation_title	평판
reputation_hidden	(평판 알 수 없음)
reputation_hidden_short	???

reputation_legendary	--전설적임--
reputation_strong	돌주먹
reputation_tough	맷집왕
reputation_volatile	꼴통
reputation_snitch	밀고자
reputation_deadly	살인병기
reputation_stoical	고집불통
reputation_fearless	무데뽀
reputation_exlaw	전직 법집행관
reputation_copkiller	경찰살해자
reputation_quick	빠름빠름
reputation_instigator	선동가
reputation_fighter	노련한 싸움꾼
reputation_gangmember	갱단원
reputation_federalwitness	증인보호프로그램 대상
reputation_preacher	전도사
reputation_connected	연줄 있음
reputation_workaholic	일 중독
reputation_clean	깔끔이
reputation_pickpocket	소매치기
reputation_copycat	신원 도용자
reputation_dangerous	위험인물
reputation_escapeartist	탈옥의 명수

reputation_strong_high	대단한 돌주먹
reputation_tough_high	대단한 맷집왕
reputation_volatile_high	대단한 꼴통
reputation_deadly_high	대단한 살인병기
reputation_exlaw_high	전직 교도관
reputation_quick_high	대단한 빠름빠름
reputation_fighter_high	전문 싸움꾼
reputation_connected_high	연줄 좋음
reputation_dangerous_high	엄청난 위험인물

reputation_legendary_high	--전설적임--
reputation_snitch_high	밀고자
reputation_stoical_high	고집불통
reputation_fearless_high	무데뽀
reputation_copkiller_high	경찰살해자
reputation_instigator_high	선동가
reputation_gangmember_high	갱단원
reputation_federalwitness_high	연방 증인
reputation_preacher_high	전도사
reputation_workaholic_high	일 중독
reputation_clean_high	깔끔이
reputation_pickpocket_high	소매치기
reputation_copycat_high	신원 도용자
reputation_escapeartist_high	탈옥의 명수

reputationtooltip_legendary	이 죄수는 암흑가의 전설이었으며, 수많은 기술과 능력을 보유하여 매우 위험합니다.
reputationtooltip_strong	이 죄수는 남들보다 강한 주먹을 가지고 있습니다.
reputationtooltip_tough	이 죄수는 다른 죄수에 비해 훨씬 더 많은 처벌을 견뎌낼 수 있습니다. 가끔 전기충격기를 견뎌내기도 합니다.
reputationtooltip_volatile	이 죄수는 갑자기 아무런 경고나 이유없이 공격하기도 합니다.
reputationtooltip_stoical	이 죄수는 독방에 가두어도 제압되지 않습니다. 전혀 신경을 쓰지 않습니다.
reputationtooltip_snitch	이 죄수는 이미 정보원으로 알려져 있으며 그렇기 때문에 목숨이 위험할 수 있습니다. 이 죄수를 혼자 다른 죄수들과 너무 오래 같이 두지 마십시오.
reputationtooltip_deadly	이 죄수는 치명적인 전투에 능하며 단 한 주목으로 사람을 죽일 수도 있습니다.
reputationtooltip_exlaw	이 죄수는 경찰관으로 활동했거나 다른 법 집행 관련 직업을 갖고 있었습니다. 그러므로 목숨이 위험할 수 있습니다.
reputationtooltip_copkiller	이 죄수는 경관 살해죄로 잡혀 왔습니다. 이 죄수를 제압할 때 교도관들이 과잉 행동을 할 수도 있습니다.
reputationtooltip_fearless	이 죄수는 무장교도관을 보더라도 고분고분해지지 않으며 싸움에서 쉽게 항복하지 않습니다.
reputationtooltip_quick	이 죄수는 정말 빨리 달립니다.
reputationtooltip_instigator	이 죄수는 주변에 불신의 씨앗을 심습니다. 이 죄수가 문제를 일으키면 주변의 죄수도 함께할 것입니다.
reputationtooltip_fighter	이 죄수는 방어 전투에 일가견이 있습니다. 이 죄수는 상대방의 무장을 해제시킬 수 있으며, 접전에서 무기를 뺏을수도 있습니다.
reputationtooltip_gangmember	이 죄수는 갱단에 소속된 일원입니다. 이 죄수는 동료 갱단원을 지키고 라이벌 갱단을 공격합니다.
reputationtooltip_federalwitness	이 죄수는 중요한 사건의 증인으로 갱단이나 조직 보스로부터 살해 표적이 될 수 있습니다.
reputationtooltip_preacher	이 죄수는 카리스마가 넘쳐 흐르며 다른 죄수들에게 자신의 종교를 전파해 그들의 종교적 욕구를 충족시켜 줍니다.
reputationtooltip_connected	이 죄수는 감옥 안팎으로 어디에나 연줄을 가지고 있습니다. 난데없이 밀수품을 꺼내들 수 있습니다.
reputationtooltip_workaholic	이 죄수는 일을 즐겨하며, 일단 시작하면 더 이상 할 일이 없을 때까지 규칙이나 기본적인 욕구도 무시하고 끝장을 봅니다.
reputationtooltip_clean	이 죄수는 청결에 집착하기 때문에 위생 욕구가 훨씬 빨리 올라갑니다.
reputationtooltip_copycat	이 죄수는 근처에 있는 죄수들의 태도나 행동을 따라하여 평판을 복제할 수 있습니다.
reputationtooltip_dangerous	이 죄수는 근처에 있는 인물들에게 피해를 입힙니다. 어떻게? 왜? 그건 아무도 모를 일이죠.
reputationtooltip_escapeartist	이 죄수는 탈옥의 명수라서 재미로 탈옥을 감행합니다. 언제나 감옥 열쇠를 훔쳐 탈옥을 하려고 시도합니다.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	노역
nameplate_stationed	배치됨
nameplate_patrolling	순찰중
nameplate_resting	휴식중
nameplate_tired	지침
nameplate_injured	부상
nameplate_unconscious	의식없음
nameplate_dead	사망
nameplate_released	석방
nameplate_researching	연구중
nameplate_overdose	약물남용
nameplate_starving	굶주림
nameplate_wounded	출혈


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	모든 죄수에게 식사 제공
objective_caption_prisoners	죄수
objective_caption_meals	식사
objective_readceosletter	CEO의 편지 읽기
objective_actionrequired	사건 경위서

objective_deathrowinmates	사형수 현황

objective_prisonerintake	죄수 입소
objective_intake_arrivals	*X명의 죄수가 오전 *Y시에 도착합니다
objective_intake_closed	당신의 교도소는 새로운 죄수를 받지 않습니다.
objective_intake_closed2	(보고서에서 죄수 항목 참조)
objective_intake_closed3	(보고서에서 입소 항목 참조)
objective_intake_specials	특별 이감:
objective_intake_categories	범주:
objective_intake_minsec	저위험자,
objective_intake_medsec	중위험자,
objective_intake_maxsec	고위험자
objective_intake_deathrow	사형수
objective_intake_typeclosed	중단
objective_intake_typefillcapacity	수감자 한도까지 충원
objective_intake_typetotalprisoners	*X까지 충원
objective_intake_typenumperday	1일당 *X
objective_intake_typeallavailable	전체 사용 가능
objective_intake_closedstrike	직원 파업 중에는 인원을 충당할 수 없습니다.

objective_firstgrant	첫 보조금을 수령하세요
objective_firstgrant_description	(스크린 하단의 버튼을 눌러) 보고서 창을 열고 보조금 탭을 선택한 뒤 사용 가능한 보조금 중 하나를 골라 첫 보조금을 수령하세요.

objective_builddeliveriesroom	운송받을 지역 설정하기

objective_outgoing	죄수가 석방될 시간입니다
objective_outgoing_count	*X명의 죄수가 곧 석방됨
objective_outgoing_timer	(*X 시간)

objective_visitors	면회객(8am - 8pm)
objective_visitors_waiting	*X가족이 면회 대기 중
objective_visitors_onsite	*X명의 *Y 가족이 방문합니다

objective_staffexhausted	탈진 직원
objective_reststaff_exhausted	*X명의 직원이 탈진했습니다.
objective_reststaff_resting	(*X명 휴식 중)
objective_reststaff_needstaffroom	직원이 쉴 수 있도록 직원휴게소 건설.

objective_punishment_solitary	*X명 독방 수용
objective_punishment_solitary_queue	*X명 독방 대기 중
objective_punishment_solitary_mix	*X 독방 (+*Y 대기)
objective_punishment_lockdown	*X 감금
objective_incident_medical	*X 의료 필요함
objective_incident_dead	*X 시체

objective_prisonerparole	죄수 가석방
objective_parole_count	*X명의 죄수 가석방 신청

objective_payment_receivedfull	지원금: *X 받음
objective_payment_receivedpart	지원금: *Y 중에서 *X 받음

objective_grant_bootstraps	기본 구금실
objective_grant_bootstraps_description	공터를 교도소로 바꿔보세요. 이 정부 계약은 첫 죄수들을 받을 최소한의 시설을 짓는데 필요한 자금을 지원합니다.
objective_grant_bootstraps_holdingcell	유치장 건설
objective_grant_bootstraps_shower	샤워실 건설
objective_grant_bootstraps_yard	운동장 건설
objective_grant_bootstraps_kitchen	주방 건설
objective_grant_bootstraps_canteen	식당 건설
objective_grant_bootstraps_guard	최소 2명의 교도관 고용
objective_grant_bootstraps_chef	최소 2명의 요리사 고용

objective_grant_administration	관리 사무실
objective_grant_administration_description	모든 교도소 사업에는 원활하고 책임있는 운영을 위해 사무실이 필요합니다. 이 계약은 교도소장과 회계사를 고용하고 그들의 사무실을 지을 비용을 지원합니다. 그러면 그들이 모든 정부 보조금에 접근할 수 있게 할 것입니다.
objective_grant_administration_offices	사무실 2개 건설
objective_grant_administration_warden	교도소장 고용
objective_grant_administration_accountant_research	업무결재시스템에서 재정을 잠금해제
objective_grant_administration_accountant	회계사 고용

objective_grant_firstcellblock	A감방동
objective_grant_firstcellblock_description	기본적인 것은 되었습니다. 첫번째 감방동을 지어 죄수를 감방으로 보낼 때가 되었습니다.
objective_grant_firstcellblock_cells	죄수 수용 능력을 15로 증가

objective_grant_health	재소자 건강과 복지
objective_grant_health_description	재소자들의 신체적 정신적 건강이 매우 중요합니다. 이 보조금으로 의무실을 짓고 의사와 심리학자를 고용해 재소자들의 건강 욕구를 관리하세요.
objective_grant_health_ward	의무실 건설
objective_grant_health_doctors	최소 2명의 의사 고용
objective_grant_health_psychologist	심리학자 고용(사무실 필요)

objective_grant_bailout	정부 긴급구제지원
objective_grant_bailout_description	정부는 당신의 실적에 크게 실망했지만 큰 교도소를 망하게 둘 수는 없었습니다. 파산을 막기 위해 자금이 지원됩니다. 하지만 현금유출입을 흑자로 바꿔야 하며(일일 수입이 지출보다 높아야 함), 은행 빚을 갚아야 합니다.
objective_grant_bailout_cashflow	수입을 지출보다 늘리기
objective_grant_bailout_debt	빚 갚기


objective_grant_maintenance	교도소 유지관리
objective_grant_maintenance_description	교도소를 유지관리하는 것은 직원과 죄수의 보안과 안전을 위해 중요합니다. 필요한 직원을 고용하여 교도소를 청결하고 질서 있게 관리하세요.
objective_grant_maintenance_research_root	업무결재시스템에서 유지관리 잠금해제
objective_grant_maintenance_research_cleaning	업무결재시스템에서 청소 잠금해제
objective_grant_maintenance_research_groundskeeping	업무결재시스템에서 정원관리 잠금해제
objective_grant_maintenance_foreman	현장감독 고용(사무실 필요)
objective_grant_maintenance_janitor	최소 2명의 청소부 고용
objective_grant_maintenance_gardener	정원사 고용

objective_grant_visitation	면회 권리
objective_grant_visitation_description	이 지역의 다른 몇몇 교도소에서는 죄수에게 면회를 허가하지 않아 법적 조치에 직면해 있습니다. 투자자들은 소동을 원치않아서 적절한 시설을 갖추도록 이 보조금을 주려고 합니다.
objective_grant_visitation_room	면회실 건설
objective_grant_visitation_tables	최소 3개의 면회실 탁자 설치
objective_grant_visitation_commonroom	휴게실 건설
objective_grant_visitation_pooltable	당구대 설치
objective_grant_visitation_tv	최소 2대의 TV 설치
objective_grant_visitation_phones	최소 5대의 전화기 설치

objective_grant_basicsecurity	보안 절차 증명
objective_grant_basicsecurity_description	새로운 교도소에서 생기는 통상적인 위험들은 직원들이 시설에 대한 경험이 적기 때문에 발생합니다. 보안을 허용 수준까지 올려 미래의 기록에 오점을 남길 수 있는 사고를 미연에 방지하십시오.
objective_grant_basicsecurity_chief	교도대장 고용(사무실 필요)
objective_grant_basicsecurity_guards	10명의 교도관 고용
objective_grant_basicsecurity_patrols	3명의 교도관 순찰시키기
objective_grant_basicsecurity_research	업무결재시스템에서 순찰 잠금해제

objective_grant_enhancedsecurity	정부 보안 등급
objective_grant_enhancedsecurity_description	정부는 교도소가 일정 규모 이상이 되면 일정한 보안 요구사항을 준수하도록 하며, 이를 지키지 않으면 등급을 과중한 벌금을 부과합니다.
objective_grant_enhancedsecurity_armoury	무기고 건설
objective_grant_enhancedsecurity_kennel	사육장 건설
objective_grant_enhancedsecurity_guards	2명의 무장교도관 고용
objective_grant_enhancedsecurity_dogs	2명의 경비견 조련사 고용
objective_grant_enhancedsecurity_patroldogs	2명의 경비견 조련사 순찰시키기
objective_grant_enhancedsecurity_patrolarmed	2명의 무장교도관 순찰시키기

objective_grant_advancedsecurity	최고 등급의 보안시설 완성
objective_grant_advancedsecurity_description	수많은 죄수를 상대로 보안을 유지하는 것은 쉽지 않지만 보안이 뚫렸을 때 드는 비용은 적절한 보안 대책을 수립하는 비용보다 훨씬 많이 듭니다. 교도소에 필요한 장비를 설치하세요.
objective_grant_advancedsecurity_guards	교도관 숫자 늘리기
objective_grant_advancedsecurity_researchcctv	업무결재시스템에서 CCTV 잠금해제
objective_grant_advancedsecurity_researchbodyarmour	업무결재시스템에서 방탄복 잠금해제
objective_grant_advancedsecurity_researchtazers	업무결재시스템에서 테이저 잠금해제
objective_grant_advancedsecurity_office	보안실 건설
objective_grant_advancedsecurity_cctvmonitor	CCVT 모니터 설치
objective_grant_advancedsecurity_cctvcameras	교도소에 CCTV 설치

objective_grant_prisonerworkforce	죄수 순화와 업무
objective_grant_prisonerworkforce_description	죄수에게 일을 주는 것은 환경에 통합시키는 좋은 방법이며 돈도 절약 할 수 있습니다. 죄수들에게 일을 하도록 하는데 필요한 교육을 시키고 건물을 건설하세요.
objective_grant_prisonerworkforce_research	업무결재시스템에서 수감자 노역 잠금해제
objective_grant_prisonerworkforce_cleaning	청소도구실 건설
objective_grant_prisonerworkforce_laundry	세탁실 건설
objective_grant_prisonerworkforce_kitchenclass	3명의 죄수에게 주방 안전과 위생 교육
objective_grant_prisonerworkforce_laundryassigned	세탁실에 3명의 죄수 배정
objective_grant_prisonerworkforce_kitchenassigned	주방에 3명의 죄수 배정
objective_grant_prisonerworkforce_cleaningassigned	청소도구실에 3명의 죄수 배정

objective_grant_educationreformprogram	교육 프로그램을 통한 교정
objective_grant_educationreformprogram_description	한 유명한 시민단체가 교육이 재소자의 재범률에 미치는 영향에 관한 대규모 실험을 진행하고 있습니다. 교실을 만들고 재소자들을 위한 교육을 시작하세요.
objective_grant_educationreformprogram_research	업무결재시스템에서 교육 잠금해제
objective_grant_educationreformprogram_classroom	교실 건설
objective_grant_educationreformprogram_desks	20개의 학교 책상 설치
objective_grant_educationreformprogram_foundationed	10명의 죄수가 기초교육과정 통과
objective_grant_educationreformprogram_generaled	1명의 죄수가 일반교육과정 통과

objective_grant_prisonlabour	교도소 생산 시설
objective_grant_prisonlabour_description	주주들은 교도소의 수익성을 높이길 원하고 있고 작업장을 지을 돈을 지원할 의사가 있으며 죄수들의 노동력을 활용하기를 희망합니다.
objective_grant_prisonlabour_workshop	작업장 건설
objective_grant_prisonlabour_saw	작업장 톱 2대 설치
objective_grant_prisonlabour_press	작업장 프레스 2대 설치
objective_grant_prisonlabour_reform	5명의 죄수가 작업장 안전 교육 통과
objective_grant_prisonlabour_plates	30개의 자동차 번호판 제작

objective_grant_furnituremanufacturing	목수 견습 교육
objective_grant_furnituremanufacturing_description	죄수들에게 목수 교습 과정을 제공하여 그들이 석방되었을 때 사용할 수 있는 유용한 기술을 가르칠 수 있습니다. 또한 작업장에서 고급 가구를 제작해서 그것을 판매해 수입을 늘릴 수 있습니다.
objective_grant_furnituremanufacturing_forestry	조림지 조성
objective_grant_furnituremanufacturing_table	2개의 목공 작업대 설치
objective_grant_furnituremanufacturing_reform	2명의 죄수가 목수 과정 통과
objective_grant_furnituremanufacturing_bed	10개의 고급 침대 제작

objective_grant_reducestaffstress	직원 복지 시스템
objective_grant_reducestaffstress_description	교도소 노동조합은 직원들이 과도한 스트레스와 과로로 인해 실수를 저지르는 지경에 이르렀다는 보고서를 받았습니다. 당신의 시설에서 유사한 일이 일어나지 않도록 하세요.
objective_grant_reducestaffstress_staffroom	직원휴게소 건설
objective_grant_reducestaffstress_freeguards	최소 5명의 교도관에게 임무 해제
objective_grant_reducestaffstress_restedstaff	탈진한 직원이 없게 하기

objective_grant_shortterminvestment	단기 투자
objective_grant_shortterminvestment_description	돈을 투자해서 나중에 큰 돈을 받습니다.
objective_grant_shortterminvestment_wait	기금 기다리는 중...

objective_grant_longterminvestment	장기 투자
objective_grant_longterminvestment_description	장기 투자로 나중에 더 큰 돈을 받습니다.
objective_grant_longterminvestment_wait	기금 기다리는 중...

objective_grant_cellblock50	B감방동
objective_grant_cellblock50_description	기초적인 유치장 수준에서 벗어나 교도소를 확장할 때입니다.
objective_grant_cellblock50_cells	죄수 수용 능력을 50으로 증가

objective_grant_cellblock100	C감방동
objective_grant_cellblock100_description	토지를 적절히 사용해 교도소 규모를 확장합니다.
objective_grant_cellblock100_cells	죄수 수용 능력을 100으로 증가

objective_grant_cellblock200	D감방동
objective_grant_cellblock200_description	죄수가 늘어나면 늘어날수록 돈을 더 받게 됩니다. 교도소 수용능력을 늘리세요.
objective_grant_cellblock200_cells	죄수 수용능력을 200으로 증가

objective_grant_cellblock500	E감방동
objective_grant_cellblock500_description	정부에서 대형 교도소에 많은 재정적 인센티브를 제공합니다. 목표를 향해 달려갈 때입니다.
objective_grant_cellblock500_cells	죄수 수용 능력을 500으로 증가

objective_grant_nutritionresearch	재소자 영양 연구
objective_grant_nutritionresearch_description	어떤 연구소에서 다양한 재소자 식습관의 영향에 관한 연구에 참여하는 조건으로 기금을 제공합니다.
objective_grant_nutritionresearch_poor	이틀 동안 단조로운 식단의 적은 양의 음식을 하루 한 번 제공
objective_grant_nutritionresearch_good	이틀 동안 다양한 식단의 충분한 양의 음식을 하루 세 번 제공

objective_grant_drugsearch	마약 단속
objective_grant_drugsearch_description	요즘 큰 교도소에서는 마약에 대한 걱정이 늘어나고 있습니다. 당신이 전문가의 손길로 본보기를 보여주세요.
objective_grant_drugsearch_find	10개의 불법 약물 찾기

objective_grant_contrabandsupply	도구 정리
objective_grant_contrabandsupply_description	다른 교도소에서 훔친 물건과 관련한 사고가 빈번해지자 교도소 내의 도구나 무기 유통에 관한 연구가 진행되었습니다. 이 연구는 교도소 내에 돌아다니는 도난품을 없애는데 도움을 줄 것입니다.
objective_grant_contrabandsupply_tools	훔친 도구의 공급을 없애기
