
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nowa gra
score_tooltip_currentchance	Dopuszczona przez rząd moc wyroku: *X%
score_tooltip_clemencywarning	Prawdopodobieństwo ułaskawienia tego więźnia jest powyżej progu bezpieczeństwa wyznaczonego przez rząd. Jeśli wykonasz egzekucję, a okaże się, że więzień otrzymałby ułaskawienie, zostaniesz pociągnięty do odpowiedzialności.

experiencefactor_FractionalLockedUp	*X% pobytu w zamknięciu
experiencefactor_FractionalReform	*X% pobytu w programach resocjalizacyjnych
experiencefactor_fractionalWorking	*X% pobytu w pracy
experiencefactor_fractionalsuppressed	*X% pobytu w stanie podporządkowania
experiencefactor_fractionalinjured	*X% pobytu z nieleczonymi obrażeniami
experiencefactor_fractionalintoxicated	*X% pobytu w stanie nietrzeźwości lub odurzenia (narkotyki/alkohol/efekt odstawienia)
experiencefactor_fractionalmisbehaving	*X% pobytu odznaczał się złym zachowaniem
experiencefactor_fractionalarmedguard	*X% pobytu był pod kontrolą uzbrojonych strażników lub podporządkowany
experiencefactor_fractionalwellfed	*X% pobytu był dobrze wyżywiony
experiencefactor_fractionalexercising	*X% pobytu wykonywał ćwiczenia
experiencefactor_fractionalfreetime	*X% pobytu miał wolny czas

experiencefactor_passedeasyprograms	Ukończył *X programów niskim poziomie zaawansowania
experiencefactor_passedintermediateprograms	Ukończył *X programów o średnim poziomie zaawansowania
experiencefactor_passedadvancedprograms	Ukończył *X programów o wysokim poziomie zaawansowania
experiencefactor_passedexpertprograms	Ukończył *X programów o bardzo wysokim poziomie zaawansowania

experiencefactor_YearsServed	Odsiedział *X lat
experiencefactor_fights	Uczestniczył w incydentach z użyciem przemocy
experiencefactor_murders	*X razy popełnił morderstwo w więzieniu
experiencefactor_escapeattempts	*X razy próbował uciec
experiencefactor_addictions	*X aktywnych uzależnień
experiencefactor_gangmembership	Członek gangu

legend_key	Legenda:

needs_graphscale_title	Więźniowie:
needs_graphscale_title_staff	Personel:
needs_key_critical	Stan krytyczny
needs_key_high	Wys.
needs_key_med	Średnia
needs_key_satisfied	Zaspokojona
needs_key_active	Aktywna

needs_show_category	Kategoria więźnia
needs_show_category_staff	Kategoria pracownika
needs_show_category_all	Wszyscy więźniowie

contraband_supplyanddemand	Popyt i podaż
contraband_narcotics	Narkotyki
contraband_weapons	Broń
contraband_tools	Narzędzia
contraband_luxuries	Towary luksusowe
contraband_metal	Metale
contraband_smelly	Wonna kontrabanda
contraband_rangedweapon	Broń dystansowa
contraband_improvised	Improwizowane

contraband_key_supply	Podaż
contraband_key_demand	Popyt
contraband_log_stolen	SKRADZIONO
contraband_log_position	POZYCJA
contraband_log_smuggled	PRZEMYCONO
contraband_log_traded	HANDLOWANO
contraband_log_thrown	PRZERZUCONO
contraband_log_hidden	UKRYTO
contraband_log_detected	WYKRYTO
contraband_log_dog	PIES
contraband_log_found	ZNALEZIONO
contraband_log_owner	WŁAŚCICIEL
contraband_log_arranged	Załatwiono *X godzin temu

gangs_guards	STRAŻNICY *X
gangs_soldiers	ŻOŁNIERZE *X / *Y MAKS.
gangs_evict	WYRZUĆ
gangs_status	*X członków . *Y zabójstw(a) . $*Z

schedule_zone_shared	Współdzielony obszar
schedule_zone_minseconly	Niskiego ryzyka
schedule_zone_medseconly	Średniego ryzyka
schedule_zone_maxseconly	Wysokiego ryzyka
schedule_zone_protectedonly	Ochrona
schedule_zone_supermaxonly	Najwyższego ryzyka
schedule_zone_deathrowonly	Wyrok śmierci
schedule_zone_staffonly	Tylko dla personelu
schedule_zone_unlocked	Strefa otwarta



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	Kupa
action_wee	Siku
action_wash	Prysznic
action_relax	Relaks
action_sleep	Sen
action_nap	Drzemka
action_getmeal	Zdobywanie jedzenia
action_sit	Siedzenie
action_exercise	Ćwiczenia
action_liftweights	Podnoszenie ciężarów
action_phonehome	Telefon do rodziny
action_watchtv	Oglądanie telewizji
action_playpool	Gra w bilard
action_stealknife	Podejrzane zachowanie
action_stealspoon	Podejrzane zachowanie
action_urinate	Oddawanie moczu
action_soilsuit	Moczenie kombinezonu
action_eat	Jedzenie
action_complain	Narzekanie
action_work	Praca
action_visitation	Odwiedziny
action_parole	Przesłuchanie w sprawie zwolnienia warunkowego
action_none	Brak
action_misbehaving	Złe zachowanie
action_escaping	Uciekanie
action_destroying	Niszczenie
action_spoiling	Rwanie się do bójki
action_fighting	Walczenie
action_rioting	Zamieszki
action_hostagetaking	Branie zakładnika
action_reformprogram	Program resocjalizacyjny
action_changeclothes	Przebieranie się
action_getbook	Sięganie po książkę
action_pray	Modlenie się
action_shopping	Zakupy
action_playinggame	Gra w grę

action_foodpoisoning_1	Boże, niech to się skończy!
action_foodpoisoning_2	Wszystko wychodzi
action_foodpoisoning_3	Wszędzie wymioty
action_foodpoisoning_4	Dlaczego tak się dzieje?
action_foodpoisoning_5	Dosłownie umierają

status_effect_title	=[Stany]=
status_effect_none	Brak
status_effect_suppressed	Podporządkowany
status_effect_goodfood	Dobrze wyżywiony
status_effect_drunk	Pijany
status_effect_high	Wys.
status_effect_withdrawal	Efekt odstawienia
status_effect_tazed	Sparaliżowany
status_effect_overdosed	Przedawkował
status_effect_surrendered	Skapitulował
status_effect_calming	Uspokojony
status_effect_angst	Wściekły
status_effect_wounded	Krwawi
status_effect_virus	Chory
status_effect_virusdeadly	Chory
status_effect_overheating	Przegrzanie
status_effect_exposure	Ekspozycja
status_effect_foodpoisoning	Zatrucie pokarmowe
status_effect_riledup	Rozdrażnieni
status_effect_statusswimming	Pływanie
status_effect_statusdrowning	Tonięcie

condition_treated	Leczony
condition_needstreating	Wymaga leczenia

experience_totaltime	Łączny czas
experience_misconduct	Złe zachowanie
experience_lockeddown	Zamknięcie
experience_regime	Harmonogram
experience_sleep	Spanie
experience_work	Praca
experience_class	Zajęcia
experience_freetime	Wolny czas
experience_moodbad	Zły
experience_moodnormal	Zwykły
experience_moodgood	Dobry
experience_nocondition	Brak
experience_kod	Agresja
experience_hurt	Ranny
experience_suppressed	Podporządkowany
experience_intoxicated	Odurzony
experience_wellfed	Dobrze wyżywiony
experience_exercise	Ćwiczenia

need_name_nothing	Nic
need_name_bladder	Pęcherz
need_name_bowels	Żołądek
need_name_sleep	Spanie
need_name_food	Żywność
need_name_safety	Bezpieczeństwo
need_name_hygiene	Higiena
need_name_exercise	Ćwiczenia
need_name_family	Rodzina
need_name_recreation	Odpoczynek
need_name_comfort	Komfort
need_name_environment	Środowisko
need_name_privacy	Prywatność
need_name_freedom	Wolność
need_name_clothing	Ubrania
need_name_drugs	Narkotyki
need_name_alcohol	Alkohol
need_name_starving	Głód
need_name_spirituality	Duchowość
need_name_literacy	Literatura
need_name_babysleep	[Niemowlę] Sen
need_name_babyplay	[Niemowlę] Zabawa
need_name_warmth	Ciepło
need_name_staffbladder	Pęcherz moczowy
need_name_staffbowels	Jelita
need_name_stafffood	Żywność
need_name_staffsafety	Bezpieczeństwo
need_name_staffrecreation	Rekreacja
need_name_staffcomfort	Komfort
need_name_staffenvironment	Środowisko
need_name_staffrest	Odpoczynek
need_name_staffwarmth	Ciepło
need_name_luxuries	Produkty luksusowe
needs_locked	(Do wyświetlenia potrzeb wymagany jest psycholog)
needs_title	=[Potrzeby]=

needs_total_prisoners	*X więźniów ma tę potrzebę
needs_total_concerned	*X więźniów obawia się o tę potrzebę
needs_total_desperate	*X więźniów rozpaczliwie pragnie zaspokojenia tej potrzeby
needs_total_angry	*X więźniów jest wściekłych z powodu niezaspokojenia tej potrzeby
needs_total_active	*X więźniów obecnie zaspokaja tę potrzebę

needs_total_staff	*X pracowników ma tę potrzebę
needs_total_concerned_staff	*X pracowników obawia się o tę potrzebę
needs_total_desperate_staff	*X pracowników rozpaczliwie pragnie zaspokojenia tej potrzeby
needs_total_angry_staff	*X pracowników jest wściekłych z powodu niezaspokojenia tej potrzeby
needs_total_active_staff	*X pracowników obecnie zaspokaja tę potrzebę

needs_help_bladder	Wszyscy muszą korzystać z toalety, nawet więźniowie! Nie należy zapominać, że większość więziennych Zasad jest dość surowa, np. więźniowie nie mogą korzystać z toalety w swojej celi, gdy powinni brać prysznic.
needs_help_bowels	Wszyscy muszą korzystać z toalety, nawet więźniowie! Nie należy zapominać, że większość więziennych Zasad jest dość surowa, np. więźniowie nie mogą korzystać z toalety w swojej celi, gdy powinni brać prysznic.
needs_help_sleep	Więźniowie potrzebują snu. Więźniowie mogą spać tylko w celi, do której zostali przypisani, i tylko w godzinach od 20.00 do 8.00 rano. Oczywiście muszą mieć też łóżko.
needs_help_food	Wszyscy muszą jeść, a większość ludzi musi to robić więcej niż raz dziennie. Jeśli okaże się, że Kuchnie nie są w stanie zaspokoić potrzeb, spróbuj zatrudnić więcej Kucharzy lub wstaw w Kuchniach więcej Kuchenek. Możesz także zmodyfikować swoje zasady dotyczące żywienia w zakładce Polityka w oknie Raportów.
needs_help_safety	Nawet w więzieniu więźniowie chcą się czuć bezpiecznie. Jeśli w więzieniu dochodzi do wielu bójek i ogólny poziom zagrożenia jest wysoki, więźniowie będą czuli się mniej bezpiecznie i mogą zacząć myśleć o zdobyciu broni. Jeśli to staje się problemem, można spróbować podnieść poziom bezpieczeństwa, zatrudniając więcej Strażników, tworząc więcej patroli lub zaspokajając inne potrzeby więźniów.
needs_help_hygiene	Większość więźniów chce się myć regularnie, szczególnie rano, po wstaniu z łóżka. Zasady dotyczące korzystania z Pryszniców zmuszają więźniów, którzy nie posiadają swojego prywatnego Prysznica, do korzystania z najbliższej Łazienki z prysznicami. Jeśli to staje się problemem, można rozbudować Łazienki z prysznicami albo zwiększyć ilość Wolnego czasu, aby więźniowie mogli korzystać z Pryszniców w miarę potrzeb.
needs_help_environment	Więźniowie nie znoszą żyć w brudzie, a ponieważ z tych samych urządzeń korzysta wielu z nich, sytuacja może szybko wymknąć się spod kontroli. Aby panować nad sytuacją, zatrudnij Sprzątaczy albo skieruj więźniów do pracy w Szafce sprzątaczy.
needs_help_privacy	Niekiedy więźniowie chcą mieć czas tylko dla siebie. Zazwyczaj wystarczy, że więzień spędza czas w swojej celi, ale jeśli śpi w Sali sypialnej z dużą liczbą innych więźniów, może brakować mu Prywatności.
needs_help_clothing	Od czasu do czasu więźniowie chcą otrzymać czyste ubranie, nawet jeśli to jest taki sam kombinezon. To pragnienie można spełnić, organizując w więzieniu Pralnię i zatrudniając w niej Sprzątaczy lub kierując do pracy w niej więźniów.
needs_help_drugs	Wielu więźniów jest uzależnionych od narkotyków – w przypadku niektórych z nich właśnie z tego powodu mogli znaleźć się w więzieniu! Można pomóc więźniom w poradzeniu sobie z tym problemem, oferując im w Izbie chorych Program leczenia uzależnienia od narkotyków.
needs_help_alcohol	Wielu więźniów ma problem z alkoholizmem i będzie zadawało sobie wiele trudu, aby zdobyć alkohol. Można pomóc więźniom w tym zakresie, oferując im sesje Terapii antyalkoholowej.
needs_help_spirituality	Więźniowie reprezentują różne wierzenia religijne. Można umożliwić więźniom wykonywanie praktyk religijnych poprzez wstawienie Ławek kościelnych lub Mat do modlitwy, ale najlepsze rezultaty da wybudowanie Kaplicy i zorganizowanie Programów przewodnictwa duchowego – pomoże to także w uspokojeniu więźniów.
needs_help_warmth	Nikt nie chce ciągle marznąć, ale natura się tym nie przejmuje. Zainstalowanie w więzieniu kaloryferów spowoduje, że w budynkach będzie wystarczająco ciepło, aby to nie był problem.
needs_help_babysleep	Małe dzieci muszą spać więcej niż zwykli więźniowie. Jeśli któraś z więźniarek ma Małe dziecko, musi posiadać Łóżeczko dziecięce, aby dziecko mogło spać tyle, ile potrzebuje.
needs_help_babyplay	Małe dzieci potrzebują zajęcia i rozrywki. Jeśli więźniarka ma Małe dziecko, w dostępnej strefie musi znajdować się Mata do zabawy.

needs_help_staffbladder	Nawet pracownicy muszą czasami skorzystać z toalety. Będą to robić podczas każdej przerwy.
needs_help_staffbowels	Nawet pracownicy muszą czasami skorzystać z toalety. Będą to robić podczas każdej przerwy.
needs_help_stafffood	Pracownicy muszą jeść – robią to w stołówkach tylko dla personelu lub w pokojach socjalnych. Żywność dostarczana jest pracownikom, więc nie muszą jeść brei, którą karmi się więźniów.
needs_help_staffsafety	Nawet pracując w więzieniu, pracownicy mają prawo do bezpieczeństwa. Wysoki poziom zagrożenia lub ciągłe walki spowodują, że pracownicy nie będą czuli się bezpiecznie, chociaż można temu częściowo zaradzić, lepiej wyposażając strażników.
needs_help_staffrecreation	Personel spędza dużo czasu w więzieniu i potrzebuje od czasu do czasu jakiejś formy rozrywki. Mogą to być na przykład telewizory lub radio w pokoju socjalnym.
needs_help_staffcomfort	Większość pracowników spędza cały dzień na nogach; niekiedy chcą się zrelaksować. Dobrym sposobem na to, aby im to umożliwić, jest udostępnienie im miłego miejsca, w którym mogą usiąść podczas przerwy.
needs_help_staffenvironment	Pracownicy nie chcą pracować w niechlujnym więzieniu – tak samo jak więźniowie nie chcą w takim mieszkać. Utrzymywanie więzienia w czystości zapobiegnie temu problemowi.
needs_help_staffrest	Pracownicy potrzebują przerw w ciągu dnia, aby odzyskać energię. Wolą odpoczywać w prywatnym pokoju socjalnym na wygodnych sofach.

reputation_title	Reputacja
reputation_hidden	(Nieznana reputacja)
reputation_hidden_short	???

reputation_legendary	--LEGENDARNY--
reputation_strong	Silny
reputation_tough	Wytrzymały
reputation_volatile	Agresywny
reputation_snitch	Kapuś
reputation_deadly	Śmiertelnie groźny
reputation_stoical	Stoik
reputation_fearless	Nieustraszony
reputation_exlaw	Były policjant
reputation_copkiller	Zabójca policjantów
reputation_quick	Szybki
reputation_instigator	Prowokator
reputation_fighter	Zdolny w walce
reputation_gangmember	Członek gangu
reputation_federalwitness	Świadek koronny
reputation_preacher	Kaznodzieja
reputation_connected	Połączone
reputation_workaholic	Pracoholik
reputation_clean	Czyste
reputation_pickpocket	Kieszonkowiec
reputation_copycat	Złodziej tożsamości
reputation_dangerous	Niebezpieczny
reputation_escapeartist	Specjalista od ucieczek

reputation_strong_high	Niezwykle silny
reputation_tough_high	Niezwykle wytrzymały
reputation_volatile_high	Niezwykle agresywny
reputation_deadly_high	Niezwykle groźny
reputation_exlaw_high	Były strażnik więzienny
reputation_quick_high	Niezwykle szybki
reputation_fighter_high	Bardzo zdolny w walce
reputation_connected_high	Z dobrymi koneksjami
reputation_dangerous_high	Wyjątkowo niebezpieczny

reputation_legendary_high	--LEGENDARNY--
reputation_snitch_high	Kapuś
reputation_stoical_high	Stoik
reputation_fearless_high	Nieustraszony
reputation_copkiller_high	Zabójca policjantów
reputation_instigator_high	Prowokator
reputation_gangmember_high	Członek gangu
reputation_federalwitness_high	Świadek federalny
reputation_preacher_high	Kaznodzieja
reputation_workaholic_high	Pracoholik
reputation_clean_high	Czyste
reputation_pickpocket_high	Kieszonkowiec
reputation_copycat_high	Złodziej tożsamości
reputation_escapeartist_high	Specjalista od ucieczek

reputationtooltip_legendary	Ten więzień jest legendą w światku przestępczym i ma wiele umiejętności, które czynią go niebezpiecznym.
reputationtooltip_strong	Ten więzień ma mocny sierpowy.
reputationtooltip_tough	Ten więzień jest w stanie wytrzymać znacznie więcej ciosów. Czasami nie reaguje także na paralizator.
reputationtooltip_volatile	Ten więzień może zaatakować bez ostrzeżenia ani powodu.
reputationtooltip_stoical	Ten więzień nie podporządkuje się po zamknięciu w izolatce. Zwyczajnie nic go nie obchodzi.
reputationtooltip_snitch	Ten więzień jest znanym informatorem, przez co jego życie może być zagrożone. Nie zostawiaj go samego z innymi więźniami na zbyt długo.
reputationtooltip_deadly	Ten więzień opanował do perfekcji sztukę walki i potrafi zabić człowieka jednym ciosem.
reputationtooltip_exlaw	Ten więzień pracował kiedyś w policji lub innych organach porządku publicznego. Jego życie może być zagrożone.
reputationtooltip_copkiller	Ten więzień zamordował policjanta. Podczas obezwładniania go strażnicy mogą stracić panowanie nad sobą.
reputationtooltip_fearless	Ten więzień nie boi się uzbrojonych strażników i rzadziej kapituluje podczas walki.
reputationtooltip_quick	Ten więzień biega wyjątkowo szybko.
reputationtooltip_instigator	Ten więzień sieje ziarno niezgody w swoim otoczeniu. Gdy sprawia problemy, pobliscy więźniowie naśladują go.
reputationtooltip_fighter	Ten więzień opanował sztukę obrony. Może rozbroić przeciwnika, a nawet zabrać jego broń w walce.
reputationtooltip_gangmember	Ten więzień należy do gangu. Będzie bronił członków gangu i żywił nienawiść do wrogich gangów.
reputationtooltip_federalwitness	Ten więzień jest świadkiem w ważnej sprawie sądowej, przez co znajduje się na celowniku gangu lub szefa mafii.
reputationtooltip_preacher	Ten więzień ma wyjątkową charyzmę i potrafi przekonać innych do swojej religii, zaspokajając ich potrzebę Duchowości.
reputationtooltip_connected	Ten więzień ma wszędzie powiązania – w więzieniu i na zewnątrz. Jest w stanie wyczarować kontrabandę „znikąd”.
reputationtooltip_workaholic	Ten więzień odczuwa konieczność wykonywania pracy i pracuje non stop od oficjalnego rozpoczęcia pracy do momentu, gdy nie ma co robić, ignorując harmonogram, a nawet swoje podstawowe potrzeby.
reputationtooltip_clean	Ten więzień ma obsesję na punkcie czystości, więc jego potrzeba zachowania higieny rośnie o wiele szybciej.
reputationtooltip_copycat	Ten więzień potrafi naśladować zachowania i działania więźniów znajdujących się w pobliżu, zdobywając taką samą reputację.
reputationtooltip_dangerous	Ten więzień wyrządza krzywdę innym osobom w pobliżu. W jaki sposób? Dlaczego? Kto to wie.
reputationtooltip_escapeartist	Ten więzień „zawodowo” ucieka z więzień, robiąc to dla rozrywki. Stale próbuje zwinąć klucze, a potem uciec.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Praca
nameplate_stationed	Stacjonuje
nameplate_patrolling	Patroluje
nameplate_resting	Odpoczywa
nameplate_tired	Zmęczony
nameplate_injured	Ranny
nameplate_unconscious	Nieprzytomny
nameplate_dead	MARTWY
nameplate_released	ZWOLNIONY
nameplate_researching	Prowadzący badania
nameplate_overdose	PRZEDAWKOWAŁ
nameplate_starving	GŁODUJE
nameplate_wounded	KRWAWI


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Wykarm wszystkich więźniów
objective_caption_prisoners	Więźniowie
objective_caption_meals	Posiłki
objective_readceosletter	Przeczytaj list od prezesa
objective_actionrequired	Raporty dot. incydentów

objective_deathrowinmates	Stan więźniów skazanych na śmierć

objective_prisonerintake	Transport więźniów
objective_intake_arrivals	O godz. *Y zostanie przywiezionych *X więźniów
objective_intake_closed	Twoje więzienie nie przyjmuje nowych więźniów
objective_intake_closed2	(Patrz Raport dot. więźnia)
objective_intake_closed3	(Patrz Raport dot. transportu)
objective_intake_specials	Transport specjalny:
objective_intake_categories	Kategorie:
objective_intake_minsec	Niskiego ryzyka,
objective_intake_medsec	Średniego ryzyka,
objective_intake_maxsec	Maks. ryzyka
objective_intake_deathrow	Wyrok śmierci
objective_intake_typeclosed	Wstrzymane
objective_intake_typefillcapacity	Przyjmij maks. liczbę więźniów
objective_intake_typetotalprisoners	Przyjmij do *X
objective_intake_typenumperday	*X dziennie
objective_intake_typeallavailable	Wszyscy dostępni
objective_intake_closedstrike	Nowi więźniowie niedostępni podczas strajków personelu.

objective_firstgrant	Przyjmij swoją pierwszą Dotację
objective_firstgrant_description	Przyjmij swoją pierwszą Dotację, otwierając okno Raportów, naciskając przycisk w prawym dolnym rogu ekranu, przechodząc do zakładki Dotacje i wybierając jedną z dostępnych Dotacji.

objective_builddeliveriesroom	Wyznacz strefę dostaw

objective_outgoing	Więźniowie do zwolnienia
objective_outgoing_count	*X więźniów zostanie wkrótce zwolnionych
objective_outgoing_timer	(*X h)

objective_visitors	Goście (08:00 – 20:00)
objective_visitors_waiting	*X rodzin czeka na odwiedziny
objective_visitors_onsite	W placówce przebywa *X gości w *Y grupach

objective_staffexhausted	Pracownicy przemęczeni
objective_reststaff_exhausted	*X pracowników jest przemęczonych.
objective_reststaff_resting	(*X odpoczywa)
objective_reststaff_needstaffroom	Zbuduj pokój socjalny, w którym będą mogli wypocząć

objective_punishment_solitary	*X w izolatce
objective_punishment_solitary_queue	*X oczekuje na umieszczenie w izolatce
objective_punishment_solitary_mix	*X w izolatce (*Y oczekuje)
objective_punishment_lockdown	*X w zamknięciu
objective_incident_medical	*X wymaga opieki lekarskiej
objective_incident_dead	*X zwłok

objective_prisonerparole	Zwolnienia warunkowe
objective_parole_count	*X więźniów uprawnionych do zwolnienia warunkowego

objective_payment_receivedfull	Wynagrodzenie: Otrzymano: *X
objective_payment_receivedpart	Wynagrodzenie: Otrzymano *X z *Y

objective_grant_bootstraps	Podstawowa placówka penitencjarna
objective_grant_bootstraps_description	Zamień puste pole w funkcjonujące więzienie.  Ten kontrakt rządowy zapewnia fundusze niezbędne do zbudowania najbardziej podstawowych pomieszczeń i obiektów dla pierwszych więźniów.
objective_grant_bootstraps_holdingcell	Zbuduj pomieszczenie tymczasowe
objective_grant_bootstraps_shower	Zbuduj łazienkę
objective_grant_bootstraps_yard	Zbuduj dziedziniec
objective_grant_bootstraps_kitchen	Zbuduj kuchnię
objective_grant_bootstraps_canteen	Zbuduj stołówkę
objective_grant_bootstraps_guard	Zatrudnij przynajmniej dwóch strażników
objective_grant_bootstraps_chef	Zatrudnij przynajmniej dwóch kucharzy

objective_grant_administration	Centrum administracji
objective_grant_administration_description	Każde więzienie potrzebuje odpowiedniego zaplecza administracyjnego, które zadba o sprawną operację i przestrzeganie wytycznych.  Ten kontrakt pokrywa koszty zatrudnienia naczelnika i księgowego (oraz budowy biur dla nich), którzy zapewnią dostęp do pełnego systemu dotacji federalnych.
objective_grant_administration_offices	Zbuduj dwa biura
objective_grant_administration_warden	Zatrudnij naczelnika
objective_grant_administration_accountant_research	Odblokuj finanse poprzez biurokrację
objective_grant_administration_accountant	Zatrudnij księgowego

objective_grant_firstcellblock	Blok więzienny A
objective_grant_firstcellblock_description	Masz już podstawowe pomieszczenia.  Czas zbudować pierwszy blok więzienny i przenieść bieżących więźniów do własnych cel.
objective_grant_firstcellblock_cells	Podnieś maks. liczbę więźniów do 15

objective_grant_health	Zdrowie i samopoczucie więźniów
objective_grant_health_description	Zdrowie fizyczne i psychiczne więźniów jest dla nas bardzo ważne.  Ta dotacja jest przeznaczona na budowę nowoczesnego oddziału medycznego oraz zatrudnienie lekarzy i psychologów, który zadbają o zdrowie więźniów.
objective_grant_health_ward	Zbuduj oddział medyczny
objective_grant_health_doctors	Zatrudnij przynajmniej dwóch lekarzy
objective_grant_health_psychologist	Zatrudnij psychologa (wymaga biura)

objective_grant_bailout	Pomoc rządowa
objective_grant_bailout_description	Władze są bardzo niezadowolone z twoich osiągnięć, ale nie chcą dopuścić do upadku tak dużej placówki. W związku z tym więzienie otrzyma wsparcie ze środków publicznych. Musisz jednak zadbać o jego finanse – przywrócić pozytywne przepływy pieniężne (dzienne dochody powinny przekraczać wydatki) i spłacić długi w banku.
objective_grant_bailout_cashflow	Dochody wyższe niż wydatki
objective_grant_bailout_debt	Spłać długi


objective_grant_maintenance	Konserwacja więzienia
objective_grant_maintenance_description	Konserwacja więzienia i terenów zielonych jest ważna z punktu widzenia bezpieczeństwa pracowników i więźniów. Zatrudnij niezbędnych pracowników, którzy utrzymają porządek i czystość w więzieniu.
objective_grant_maintenance_research_root	Odblokuj konserwację poprzez biurokrację
objective_grant_maintenance_research_cleaning	Odblokuj sprzątanie poprzez biurokrację
objective_grant_maintenance_research_groundskeeping	Odblokuj ogrodnictwo poprzez biurokrację
objective_grant_maintenance_foreman	Zatrudnij brygadzistę (wymaga biura)
objective_grant_maintenance_janitor	Zatrudnij przynajmniej dwóch woźnych
objective_grant_maintenance_gardener	Zatrudnij ogrodnika

objective_grant_visitation	Prawa do odwiedzin
objective_grant_visitation_description	Wiele placówek w regionie jest skarżona za to, że nie pozwala więźniom na odwiedziny. Aby nie dopuścić do afery, inwestorzy oferują dotację na budowę niezbędnego zaplecza.
objective_grant_visitation_room	Zbuduj pokój odwiedzin
objective_grant_visitation_tables	Umieść przynajmniej trzy stoły dla gości
objective_grant_visitation_commonroom	Zbuduj świetlicę
objective_grant_visitation_pooltable	Umieść stół bilardowy
objective_grant_visitation_tv	Umieść przynajmniej dwa telewizory
objective_grant_visitation_phones	Zbuduj przynajmniej pięć budek telefonicznych

objective_grant_basicsecurity	Certyfikacja systemu bezpieczeństwa
objective_grant_basicsecurity_description	Częstą przypadłością nowych więzień są problemy z bezpieczeństwem wynikające z braku doświadczonego personelu. Zapobiegnij wpadkom, które mogłyby splamić naszą reputację, zwiększając bezpieczeństwo do odpowiedniego poziomu.
objective_grant_basicsecurity_chief	Zatrudnij szefa ochrony (wymaga biura)
objective_grant_basicsecurity_guards	Zatrudnij dziesięć strażników
objective_grant_basicsecurity_patrols	Przydziel trzech strażników do patrolów
objective_grant_basicsecurity_research	Odblokuj patrole poprzez biurokrację

objective_grant_enhancedsecurity	Rządowe wymogi bezpieczeństwa
objective_grant_enhancedsecurity_description	Władze narzucają wymogi odnośnie bezpieczeństwa w więzieniach przekraczających określony rozmiar, nakładając ciężkie grzywny za ich nieprzestrzeganie. Upewnij się, że twoje więzienie sprosta tym wymogom.
objective_grant_enhancedsecurity_armoury	Zbuduj zbrojownię
objective_grant_enhancedsecurity_kennel	Zbuduj psiarnię
objective_grant_enhancedsecurity_guards	Zatrudnij dwóch uzbrojonych strażników
objective_grant_enhancedsecurity_dogs	Zatrudnij dwóch przewodników psów
objective_grant_enhancedsecurity_patroldogs	Przydziel dwóch przewodników psów do psiego patrolu
objective_grant_enhancedsecurity_patrolarmed	Przydziel dwóch uzbrojonych strażników do patrolu

objective_grant_advancedsecurity	Wdrożenie infrastruktury o surowym rygorze bezpieczeństwa
objective_grant_advancedsecurity_description	Dbanie o bezpieczeństwo przy dużej liczbie więźniów to spore wyzwanie, jednak koszt naruszenia zabezpieczeń jest znacznie większy niż wdrożenie odpowiednich środków. Zainstaluj niezbędne urządzenia w więzieniu
objective_grant_advancedsecurity_guards	Zwiększ liczbę strażników
objective_grant_advancedsecurity_researchcctv	Odblokuj monitoring poprzez biurokrację
objective_grant_advancedsecurity_researchbodyarmour	Odblokuj kamizelkę kuloodporną poprzez biurokrację
objective_grant_advancedsecurity_researchtazers	Odblokuj paralizatory poprzez biurokrację
objective_grant_advancedsecurity_office	Zbuduj centrum bezpieczeństwa
objective_grant_advancedsecurity_cctvmonitor	Zbuduj monitor
objective_grant_advancedsecurity_cctvcameras	Rozmieść w więzieniu kamery monitoringu

objective_grant_prisonerworkforce	Aklimatyzacja i animacja więźniów
objective_grant_prisonerworkforce_description	Powierzanie więźniom pracy pomoże im zaaklimatyzować się, jednocześnie obniżając koszty. Zorganizuj szkolenie i zbuduj zaplecze niezbędne, aby powierzyć więźniom pracę.
objective_grant_prisonerworkforce_research	Odblokuj pracę więźniów poprzez biurokrację
objective_grant_prisonerworkforce_cleaning	Zbuduj schowek na produkty czyszczące
objective_grant_prisonerworkforce_laundry	Zbuduj pralnię
objective_grant_prisonerworkforce_kitchenclass	Przeszkol trzech więźniów z zakresu BHP w kuchni
objective_grant_prisonerworkforce_laundryassigned	Przydziel trzech więźniów do pracy w pralni
objective_grant_prisonerworkforce_kitchenassigned	Przydziel trzech więźniów do pracy w kuchni
objective_grant_prisonerworkforce_cleaningassigned	Przydziel trzech więźniów do pracy w schowku na produkty czyszczące

objective_grant_educationreformprogram	Resocjalizacja poprzez edukację
objective_grant_educationreformprogram_description	Ważna grupa lobbingowa prowadzi eksperyment społeczny na szeroką skalę dotyczący wpływu edukacji na wskaźniki recydywy wśród więźniów. Zbuduj pokoje szkoleniowe i zacznij edukować więźniów.
