
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新規
victory_advisernotice_riot1	君は暴動を抑えることができなかった。刑務所の契約は破棄となり、政府は刑務所を取り戻すため、国家警備隊を送り込んでくるだろう。
victory_adviserwarning_toomanyescapes1	ここ最近、あまりにも多くの受刑者が脱獄に成功している。このままではこの刑務所の評判はガタ落ちだ。そしてその責任は君にある。
victory_adviserwarning_toomanyescapes2	今すぐ刑務所を封鎖し、これ以上脱獄者が出ないようにしなければ、君はマスコミに吊るし上げられるだろう。
victory_advisernotice_toomanyescapes1	今回の件は失敗だ。マスコミはこの刑務所を笑い者にし、誰かに責任を取らせようとしている。
victory_advisernotice_toomanyescapes2	その誰かとは君のことだ。よって君はクビとなる。
victory_adviserwarning_bankrupt1	破産だ！君の管理能力のなさが原因で、この刑務所は経済破綻に陥ってしまった。
victory_adviserwarning_bankrupt2	今すぐに問題を解決しなければ君はクビだ。
victory_advisernotice_bankrupt1	もう破産宣言をするしか手はない。刑務所は行政の管理下に置かれるだろう。すべて君のせいだ。
victory_adviserwarning_wardendeaths1	君の元で働くのは危険極まりないということが明らかになった。そのおかげで、この刑務所で働いてくれる刑務所長がなかなか見つからない。
victory_adviserwarning_wardendeaths2	もしまた刑務所長が死ぬようなことがあれば、君をクビにせざるを得ない。
victory_advisernotice_wardendeaths1	刑務所長が安全に働ける環境を提供することができなかった。もう君の元で働いてくれる者はいない。
victory_advisernotice_wardendeaths2	従って、これ以上君を雇っておくわけにはいかない。残念だがクビだ。
victory_adviserwarning_reoffenders1	君が早期釈放させた受刑者の多くが、また新たに罪を犯してしまった。なんとか状況を好転させなければ、我々は難しい立場に立たされるだろう。
victory_adviserwarning_reoffenders2	さらに多くの受刑者が釈放後に再犯するようであれば、君に責任を負ってもらわなければならない。
victory_advisernotice_reoffenders1	君はあまりにも多くの危険な犯罪者たちを釈放してしまった。従って、これ以上君を雇っておくわけにはいかない。クビだ。
victory_adviserwarning_executions1	君が無実の人間を死刑にしてしまったのはこれが2回目だ。このことに対して大衆は怒りを露わにしている。
victory_adviserwarning_executions2	もしまた無実の受刑者が処刑されることがあれば、その時は君に責任を取ってもらう。
victory_advisernotice_executions1	君はあまりにも多くの無実な人間を死刑にしてしまった。従って、これ以上この刑務所の管理を任せるわけにはいかない。残念だがクビだ。
victory_advisernotice_InnocentsExecuted1	君は正しい手順を踏まずに死刑を執行した。しかも、この受刑者が無実だったことが判明した。これは甚だしい誤審であり、その責任は君にある。クビはもちろんだが、恐らくその後に君自身が刑務所に収容されることとなるだろう。
victory_adviserwarning_staffpayrise1	職員は刑務所内での勤務条件に不満で、50%の給与増がなければストライキをすると脅した。
victory_adviserwarning_staffstrike1	職員はストライキに入った！ただし50%の給与増が得られれば、職務に戻る気はある。

score_title	刑務所評価
score_reoffendingrate	再犯率
score_prisonersreleased	釈放された受刑者の数：*X
score_minimumprisonersreleased	この報告書が完成する前に釈放しなければならない受刑者の数：*X
score_deaths	拘置中に死亡した受刑者の数：*X
score_escapes	脱獄した受刑者の数：*X
score_reoffendingchance	推定再犯率
score_startingreoffendingchance	収容時の推定再犯率：*X％
score_prisonersparoled	早期仮釈放（再犯）
score_prisonersparoled_info	*P（*E％）
score_clemencychance	恩赦の可能性
score_convictionstrength	国が認めた判決の確信度
score_prisonersexecuted	死刑となった受刑者（無実）
score_prisonersexecuted_info	*E（*I）

score_tooltip_punishment	一般の人々から見て、刑務所が受刑者の罪をどの程度充分に罰しているかの評価。刑務所に長年服役することは重い刑罰の基礎だが、それには独房に1人で閉じ込められるという辛い時間が含まれる。\n\n更生のための時間や自由時間を与えすぎると「罪に対して甘い」と見られ、厳罰グレードが下がるので注意が必要だ。\n\nA 厳罰スコアが高いと、釈放された受刑者による再犯の防止につながる。
score_tooltip_reform	「更生プログラム」を通じて受刑者にどの程度更生やリハビリの機会を与えているかの評価。\n\n 更生スコアが高いと、釈放後の受刑者が本当の就職口を見つける可能性が大幅に増え、そのため再犯の可能性が減る。\n\n注：受刑者を刑務所周辺で働かせることもカウントされる。
score_tooltip_health	受刑者が刑務所にいる間の健康記録。屋外の運動と良い食事がカウントされる。治療されない怪我、ドラッグやアルコールの使用はすべてこれに反する。\n\n点数が低いと、特にドラッグやアルコール依存を治療しないまま釈放された受刑者による再犯の可能性が高くなる。
score_tooltip_security	あなたがどの程度よく受刑者を安全に閉じ込めているかを示す評価。受刑者を武装隊の下で独房に閉じ込めておくことで、評価が上がる。受刑者が、戦い、殺人、脱獄に関与するとあなたが罰せられる。\n\nA 低い点数は、受刑者が刑務所内でも悪い存在のままでいることを意味し、そのため釈放後の再犯の可能性が高くなる。

score_tooltip_reoffendingchance	受刑者が再び罪を犯す可能性を推測したもので、この数値の決定には多くの要因が考慮される：\n\n- 過酷な処罰→再犯率ダウン\n- 効果的な更生プログラム→再犯率ダウン\n- 健康状態の悪さやセキュリティの甘さ→再犯率アップI\n- 未治療の薬物またはアルコール依存→再犯率アップ\n- ギャングへの参加→再犯率アップ\n\n\n- 受刑者の年齢は大きな要因となる。\n- 前科の数も強力な指標となる。\n- 力になってくれる家族が多く存在する場合、再犯率ダウンにつながる。
score_tooltip_clemencychance_title	恩赦の可能性
score_tooltip_clemencychance	上訴委員会が恩赦の適用を許可し、死刑判決が減刑される可能性を示す。このスコアは上訴が却下されるたびに下がり、「国が認めた判決の確信度」以下になると、死刑執行の手続き開始が許可される。この段階まで待たずに死刑執行の日取りを決定してしまい、受刑者の上訴が認めらたであろうことが後日判明した場合、もっとも厳しい罰が与えられることとなる。\n\n恩赦の適用が許可された場合、無罪であれば受刑者は直ちに釈放され、有罪の場合は厳重警備棟に移される。
score_tooltip_currentchance	国が認めた判決の確信度：*X％
score_tooltip_clemencywarning	この受刑者が恩赦を受けられる確率は現在、国が認めた安全レベルより上となっている。この状態で死刑を執行し、この受刑者に対して恩赦が認められたであろうことが後日判明した場合、君は個人的にその責任を問われることとなる。

experiencefactor_FractionalLockedUp	独房入り：収容期間の*X％
experiencefactor_FractionalReform	更生プログラム：収容期間の*X％
experiencefactor_fractionalWorking	労働：収容期間の*X％
experiencefactor_fractionalsuppressed	抑圧状態：収容期間の*X％
experiencefactor_fractionalinjured	負傷＆治療なし：収容期間の*X％
experiencefactor_fractionalintoxicated	薬物/酒の摂取＆離脱症状：収容期間の*X％
experiencefactor_fractionalmisbehaving	不品行：収容期間の*X％
experiencefactor_fractionalarmedguard	武装警備員による拘束：収容期間の*X％
experiencefactor_fractionalwellfed	食事：収容期間の*X％
experiencefactor_fractionalexercising	運動：収容期間の*X％
experiencefactor_fractionalfreetime	自由時間：収容期間の*X％

experiencefactor_passedeasyprograms	クリアした初級プログラム：*X
experiencefactor_passedintermediateprograms	クリアした中級プログラム：*X
experiencefactor_passedadvancedprograms	クリアした上級プログラム：*X
experiencefactor_passedexpertprograms	クリアした特級プログラム：*X

experiencefactor_YearsServed	服役済み：*X年
experiencefactor_fights	暴力事件への関与
experiencefactor_murders	刑務所内で起こした殺人件数：*X
experiencefactor_escapeattempts	脱獄を試みた回数：*X
experiencefactor_addictions	依存物の数：
experiencefactor_gangmembership	ギャングメンバー

legend_key	凡例：

needs_graphscale_title	受刑者：
needs_graphscale_title_staff	職員:
needs_key_critical	緊急
needs_key_high	高
needs_key_med	中
needs_key_satisfied	満足
needs_key_active	ニーズあり

needs_show_category	受刑者のカテゴリー
needs_show_category_staff	職員カテゴリ
needs_show_category_all	すべての受刑者

contraband_supplyanddemand	需要と供給
contraband_narcotics	薬物
contraband_weapons	武器
contraband_tools	道具
contraband_luxuries	贅沢品
contraband_metal	金属
contraband_smelly	臭気物
contraband_rangedweapon	遠隔武器
contraband_improvised	手作り

contraband_key_supply	供給
contraband_key_demand	需要
contraband_log_stolen	盗難アイテム
contraband_log_position	発見場所
contraband_log_smuggled	持ち込まれた
contraband_log_traded	交換された
contraband_log_thrown	投げられた
contraband_log_hidden	隠された
contraband_log_detected	検出された
contraband_log_dog	警察犬
contraband_log_found	発見
contraband_log_owner	持ち主
contraband_log_arranged	*X時間前に調整

gangs_guards	看守 *X
gangs_soldiers	兵士 *X ／ *Y 最大
gangs_evict	脱出
gangs_status	*Xメンバー。*Yが殺害。$*Z

schedule_zone_shared	共有スペース
schedule_zone_minseconly	軽警備
schedule_zone_medseconly	中警備
schedule_zone_maxseconly	厳重警備
schedule_zone_protectedonly	保護拘置
schedule_zone_supermaxonly	超厳重警備
schedule_zone_deathrowonly	死刑囚
schedule_zone_staffonly	職員のみ
schedule_zone_unlocked	施錠なし



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	トイレ使用（大）
action_wee	トイレ使用（小）
action_wash	シャワー使用中
action_relax	リラックス中
action_sleep	睡眠中
action_nap	昼寝中
action_getmeal	食事の確保中
action_sit	着席中
action_exercise	運動中
action_liftweights	ベンチプレス使用中
action_phonehome	家族に電話中
action_watchtv	テレビ鑑賞中
action_playpool	ビリヤードをプレイ中
action_stealknife	不審な行動中
action_stealspoon	不審な行動中
action_urinate	小便中
action_soilsuit	興奮中
action_eat	食事中
action_complain	苦情中
action_work	労働中
action_visitation	面会中
action_parole	仮釈放審議会に参加中
action_none	なし
action_misbehaving	問題を起こし中
action_escaping	脱獄中
action_destroying	破壊中
action_spoiling	ケンカ仕掛け中
action_fighting	ケンカ中
action_rioting	暴動中
action_hostagetaking	人質を取って立てこもり中
action_reformprogram	更生プログラム参加中
action_changeclothes	着替え中
action_getbook	本を借り出し中
action_pray	お祈り中
action_shopping	買い物中
action_playinggame	ゲーム中

action_foodpoisoning_1	おい、頼むからそれを止めさせてくれ
action_foodpoisoning_2	すべてが明らかになる
action_foodpoisoning_3	ところ構わず嘔吐している
action_foodpoisoning_4	なぜこんなことになっているのか
action_foodpoisoning_5	本当に死にかけている

status_effect_title	=[ステータス]=
status_effect_none	なし
status_effect_suppressed	抑制中
status_effect_goodfood	満腹
status_effect_drunk	泥酔
status_effect_high	ハイ
status_effect_withdrawal	脱離症状
status_effect_tazed	テーザーでショック
status_effect_overdosed	過剰摂取
status_effect_surrendered	降参済み
status_effect_calming	冷静を取り戻し中
status_effect_angst	立腹
status_effect_wounded	流血
status_effect_virus	病気
status_effect_virusdeadly	病気
status_effect_overheating	過熱
status_effect_exposure	暴露
status_effect_foodpoisoning	食中毒
status_effect_riledup	高揚
status_effect_statusswimming	水泳
status_effect_statusdrowning	溺死

condition_treated	治療済み
condition_needstreating	要治療

experience_totaltime	合計時間
experience_misconduct	不祥事
experience_lockeddown	独房行き
experience_regime	スケジュール
experience_sleep	睡眠
experience_work	労働
experience_class	クラス
experience_freetime	自由時間
experience_moodbad	悪い
experience_moodnormal	普通
experience_moodgood	良い
experience_nocondition	なし
experience_kod	ノックアウト
experience_hurt	負傷
experience_suppressed	抑制
experience_intoxicated	泥酔（薬物/酒）
experience_wellfed	満腹
experience_exercise	運動

need_name_nothing	なし
need_name_bladder	トイレ（大）
need_name_bowels	トイレ（小）
need_name_sleep	睡眠
need_name_food	食事
need_name_safety	安全
need_name_hygiene	衛生
need_name_exercise	運動
need_name_family	家族
need_name_recreation	娯楽
need_name_comfort	快適さ
need_name_environment	環境
need_name_privacy	プライバシー
need_name_freedom	自由
need_name_clothing	衣服
need_name_drugs	薬物
need_name_alcohol	アルコール
need_name_starving	空腹
need_name_spirituality	信仰
need_name_literacy	文学
need_name_babysleep	[乳幼児]睡眠
need_name_babyplay	[乳幼児]遊び
need_name_warmth	温かさ
need_name_staffbladder	トイレ（大）
need_name_staffbowels	トイレ（小）
need_name_stafffood	食事
need_name_staffsafety	安全
need_name_staffrecreation	娯楽
need_name_staffcomfort	快適さ
need_name_staffenvironment	環境
need_name_staffrest	休憩
need_name_staffwarmth	温かさ
need_name_luxuries	贅沢
needs_locked	（表示には精神分析医が必要）
needs_title	=[ニーズ]=

needs_total_prisoners	*X 受刑者にはこのニーズがある
needs_total_concerned	*X 受刑者は、このニーズについて心配している
needs_total_desperate	*X 受刑者は、このニーズを満たそうと必死だ
needs_total_angry	*X 受刑者は、ニーズが満たされないので怒り狂っている。
needs_total_active	*X 受刑者は現在、このニーズに対処している

needs_total_staff	*X 職員にはこのニーズがある
needs_total_concerned_staff	*X 職員は、このニーズについて心配している
needs_total_desperate_staff	*X 職員は、このニーズを満たそうと必死だ
needs_total_angry_staff	*X 職員は、ニーズが満たされないので怒り狂っている。
needs_total_active_staff	*X 職員は現在、このニーズに対処している

needs_help_bladder	トイレは誰にでも必要だ。受刑者にもだ。刑務所のスケジュールの大半は非常に厳格であることを忘れてはいけない。例えば、シャワー室にいなければならない時には、自分の独房のトイレは使えないのだ。
needs_help_bowels	トイレは誰にでも必要だ。受刑者にもだ。刑務所のスケジュールの大半は非常に厳格であることを忘れてはいけない。例えば、シャワー室にいなければならない時には、自分の独房のトイレは使えないのだ。
needs_help_sleep	受刑者には睡眠が必要だ。受刑者は自分の独房でしか眠ることができず、その時間は午後8時から午前8時の間のみだ。もちろんベッドも必要だ。
needs_help_food	食事は全員に必要で、多くの場合は1日に1回以上必要だ。厨房が需要に追いつけていない場合は、料理人をさらに雇うか、厨房のコンロを追加してみよう。また、「報告」ウインドウの「方針」タブで食事規定を変更することもできる。
needs_help_safety	刑務所の中でさえ、受刑者たちは安全であることを感じていたい。刑務所内のケンカが多かったり、全体的な危険レベルが高い場合、受刑者は安全を感じにくくなり、武装しようとするかもしれない。これが問題になる場合は、看守をさらに雇ってパトロールを増やし刑務所内全体の安全性を向上させるか、受刑者が抱えている他のニーズを満たしてみよう。
needs_help_hygiene	多くの受刑者は定期的に体を洗いたがる。朝起床した直後は特にそうだ。シャワーのスケジュールでは、自分用のシャワーがない受刑者を最も近いシャワー室に行かせる。これが問題になる場合は、シャワー施設の拡張を検討するか、受刑者が必要なときにシャワーに入れるように自由時間を増やしてみよう。
needs_help_environment	受刑者は汚い環境での生活を嫌うが、大勢の受刑者が同じ施設を使用しているので、あっという間にとても散らかってしまう。清掃人を雇うか、常にきれいな状態を保てるように、受刑者を掃除用具室で働かせよう。
needs_help_privacy	受刑者は時に一人の時間を欲することがある。通常は自分の独房で過ごせばよいが、多くの受刑者と共に寮で生活している場合はあまりプライバシーがないかもしれない。
needs_help_clothing	受刑者は、例えそれが同じ色のオーバーオールであっても、時々清潔な服を欲しがる。刑務所に洗濯室を追加して、清掃人を雇うか受刑者を洗濯室で働かせれば、この夢をかなえてやることができる。
needs_help_drugs	多くの受刑者は麻薬中毒の問題を抱えている。そもそもはじめに刑務所に入った理由はそれかもしれない。医療室で薬物治療プログラムを実施すれば、この問題に対処することができる。
needs_help_alcohol	多くの受刑者はアルコール中毒を患っており、アルコールを得るためならどんな苦労もいとわない。アル中のグループ治療セッションを実施すれば、問題を軽減することができる。
needs_help_spirituality	大勢の受刑者が様々な宗教を信仰している。刑務所内に信者席や祈祷用マットを追加すれば受刑者が各自の信仰に基づく習慣を実践できるようになるが、教会を建設して「宗教的アドバイス」プログラムを実行すると、最善の結果が得られると同時に、通常は受刑者をおとなしくさせる効果もある。
needs_help_warmth	いつでも寒い方が良いという人はどこにもいないが、自然はそんなことを気遣ってくれない。刑務所内にラジエーターを追加すると、建物が充分に温かくなり、寒さの問題がなくなる。
needs_help_babysleep	乳幼児には、普通の受刑者よりも長い睡眠が必要だ。乳幼児を連れた受刑者がいる場合、必要なときに乳幼児が眠れるようにベビーベッドを準備しておくこと。
needs_help_babyplay	乳幼児は、構ったり遊んだりしてやる必要がある。乳幼児を連れた受刑者がいる場合、遊び用マットを利用可能なエリアに置いておくこと。

needs_help_staffbladder	職員も時々トイレを使用する必要があるだろう。休憩中はいつでもトイレを使用するだろう。
needs_help_staffbowels	職員も時々トイレを使用する必要があるだろう。休憩中はいつでもトイレを使用するだろう。
needs_help_stafffood	職員は食事をとる必要があり、職員専用食堂や休憩室で食事をする。食事は職員に配られるので、職員は受刑者と同じ残飯を食べなくて済む。
needs_help_staffsafety	刑務所で働いていても、職員は安全に関する権利がある。危険レベルが高かったり、戦闘が絶えないと、職員は安全だと感じられなくなる。ただしこれは、より重装備な職員の投入によって、ある程度抑えることが可能だ。
needs_help_staffrecreation	職員は長時間刑務所で過ごすため、時には気晴らしも必要となる。休憩室のテレビやラジオは、それを提供する方法の一つだ。
needs_help_staffcomfort	職員の大半は、1日中立ち続けているため、時々、リラックスしたいと思う。休憩中座っていられる快適な場所を提供するのは、これを解決する良い方法だ。
needs_help_staffenvironment	受刑者が汚い刑務所に住みたくないのと同じように、職員もそのような所では働きたくない。刑務所を清潔に保てば、問題となるのを防ぐだろう。
needs_help_staffrest	職員は、日中休憩をとって、体力を回復させる必要がある。彼らは、快適なソファーがある個室の休憩室で休むことを好む。

reputation_title	評判
reputation_hidden	（不明の評判）
reputation_hidden_short	???

reputation_legendary	--伝説級--
reputation_strong	パワフル
reputation_tough	タフ
reputation_volatile	不安定
reputation_snitch	垂れ込み屋
reputation_deadly	死神
reputation_stoical	ストイック
reputation_fearless	大胆不敵
reputation_exlaw	元警官
reputation_copkiller	サツ殺し
reputation_quick	俊足
reputation_instigator	扇動者
reputation_fighter	名ファイター
reputation_gangmember	ギャングメンバー
reputation_federalwitness	連邦証人
reputation_preacher	牧師
reputation_connected	コネあり
reputation_workaholic	仕事中毒
reputation_clean	清潔
reputation_pickpocket	スリ
reputation_copycat	身元詐称
reputation_dangerous	危険
reputation_escapeartist	縄抜け曲芸師

reputation_strong_high	超パワフル
reputation_tough_high	超タフ
reputation_volatile_high	超不安定
reputation_deadly_high	究極の死神
reputation_exlaw_high	元看守
reputation_quick_high	超俊足
reputation_fighter_high	超人ファイター
reputation_connected_high	多数コネあり
reputation_dangerous_high	極めて危険

reputation_legendary_high	--伝説級--
reputation_snitch_high	垂れ込み屋
reputation_stoical_high	ストイック
reputation_fearless_high	大胆不敵
reputation_copkiller_high	サツ殺し
reputation_instigator_high	扇動者
reputation_gangmember_high	ギャングメンバー
reputation_federalwitness_high	連邦証人
reputation_preacher_high	牧師
reputation_workaholic_high	仕事中毒
reputation_clean_high	清潔
reputation_pickpocket_high	スリ
reputation_copycat_high	身元詐称
reputation_escapeartist_high	縄抜け曲芸師

reputationtooltip_legendary	この受刑者は地下犯罪世界の伝説的存在で、危険なスキルと能力を数多く備えている。
reputationtooltip_strong	ケンカになるとその拳で力を発揮する。
reputationtooltip_tough	この受刑者は、争いにおいて、より強い虐待に耐えることができるスタンガンにも耐えられる場合がある
reputationtooltip_volatile	何の警告も理由もなしに、突然キレることがある。
reputationtooltip_stoical	この受刑者は、隔離独房に入れても効果がない。彼らはまったく気にしない。
reputationtooltip_snitch	この受刑者は有名な密告者で、そのため命が狙われている可能性がある。1人で他の受刑者と長時間一緒にしてはいけない。
reputationtooltip_deadly	致死的な戦闘技を得意とし、時には一発で相手を殺すこともできる。
reputationtooltip_exlaw	この受刑者は警察官だったか、警察などの法の執行機関で働いていた。命が狙われている可能性がある。
reputationtooltip_copkiller	この受刑者は、警官殺しで有罪になった。刑務所の看守がこの受刑者を抑える際に、こらえられなくなる可能性がある。
reputationtooltip_fearless	武装警備員を見てもまったく怯むことがなく、ケンカの際に自分から降参することはほぼない。
reputationtooltip_quick	足が異常に速いことで知られる。
reputationtooltip_instigator	周りの者みんなに不満を抱かせておき、自分がトラブルを起こす際に周りにも同調させる。
reputationtooltip_fighter	この受刑者は、戦闘時に身を守るスキルに長けている。相手の武器を解いたり、戦闘中に相手から武器を奪うことさえできる。
reputationtooltip_gangmember	この受刑者はギャングの一員だ。仲間のギャングを守り、敵のギャングと対立する。
reputationtooltip_federalwitness	重要な訴訟事件の証人であり、ギャングまたは犯罪組織のボスから命を狙われている。
reputationtooltip_preacher	この受刑者は特にカリスマ性が強く、他の受刑者を自分の宗教に改宗させて彼らの精神的なニーズを満たすことができる。
reputationtooltip_connected	この受刑者は、刑務所内外、どこにでもコネがある。彼らはどこからともなく、禁制品を手にすることができる。
reputationtooltip_workaholic	この受刑者は仕事をせずにはいられず、一度始めてしまうと、何もなくなるまで止められず、規則や基本的なニーズまでも無視してしまう。
reputationtooltip_clean	この受刑者は清潔であることに強迫観念を持っている。その結果、衛生に関するニーズが非常に高くなる。
reputationtooltip_copycat	この受刑者は、そばにいる受刑者の態度や行動を真似して、全く同じ評判を得ることができる。
reputationtooltip_dangerous	この受刑者は、そばにいる他の人の害となる。どのように？なぜ？誰にもわからない。
reputationtooltip_escapeartist	この受刑者はプロの縄抜け曲芸師で、いろいろな所から抜け出して楽しんでいる。常に独房の鍵を開けて抜け出そうと試みる。

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	勤務中
nameplate_stationed	配備中
nameplate_patrolling	パトロール中
nameplate_resting	休憩中
nameplate_tired	疲労
nameplate_injured	負傷
nameplate_unconscious	気絶
nameplate_dead	死亡
nameplate_released	釈放済み
nameplate_researching	リサーチ中
nameplate_overdose	過剰摂取
nameplate_starving	空腹
nameplate_wounded	流血


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	すべての受刑者に食事を与える
objective_caption_prisoners	受刑者
objective_caption_meals	食事
objective_readceosletter	CEOからの手紙を読む
objective_actionrequired	事件報告書

objective_deathrowinmates	死刑囚の状態

objective_prisonerintake	受刑者の受け入れ
objective_intake_arrivals	*X人の受刑者が午前*Y時に到着予定
objective_intake_closed	新しい受刑者の受け入れ停止中
objective_intake_closed2	（受刑者の報告書を参照）
objective_intake_closed3	（受け入れに関する報告書を参照）
objective_intake_specials	特別移送：
objective_intake_categories	カテゴリー：
objective_intake_minsec	軽、
objective_intake_medsec	中、
objective_intake_maxsec	厳重
objective_intake_deathrow	死刑囚
objective_intake_typeclosed	閉鎖
objective_intake_typefillcapacity	収容可能人数を満たす
objective_intake_typetotalprisoners	*Xまで追加
objective_intake_typenumperday	1日あたり*X
objective_intake_typeallavailable	受け入れ可能者全員
objective_intake_closedstrike	職員のストライキ中は受け入れ不可。

objective_firstgrant	最初の助成金を受け取る
objective_firstgrant_description	「報告」ウインドウを開き（画面右下のボタンを押す）、助成金タブから受け取り可能な助成金を選択し、最初の助成金を受け取ろう。

objective_builddeliveriesroom	配達エリアを設置

objective_outgoing	釈放予定の受刑者
objective_outgoing_count	*X人の受刑者が近日釈放予定
objective_outgoing_timer	（*X時間）

objective_visitors	面会人（午前8時〜午後8時）
objective_visitors_waiting	*X組の家族が面会待ち
objective_visitors_onsite	*Yグループ（計*X人）の面会者が訪問中

objective_staffexhausted	職員が疲労困憊
objective_reststaff_exhausted	*X人の職員が疲労困憊
objective_reststaff_resting	（*X人が休憩中）
objective_reststaff_needstaffroom	職員が休めるよう休憩室を設けよう。

objective_punishment_solitary	*X人が隔離中
objective_punishment_solitary_queue	*X人が隔離処分の待機中
objective_punishment_solitary_mix	*X人が隔離棟に収容中（*Y人が待機中）
objective_punishment_lockdown	*X人が独房入り
objective_incident_medical	*X人に治療が必要
objective_incident_dead	*X人が死亡

objective_prisonerparole	仮釈放
objective_parole_count	*X人の受刑者が仮釈放予定

objective_payment_receivedfull	受けた支払い：*X
objective_payment_receivedpart	受けた支払い：合計*Y中*X

objective_grant_bootstraps	基本の拘置所
objective_grant_bootstraps_description	空き地を刑務所に変えよう。政府との契約により、君には最低規模の施設を建てるための資金が与えられる。ここに最初の受刑者たちが収容される。
objective_grant_bootstraps_holdingcell	留置場を建てる
objective_grant_bootstraps_shower	シャワー室を建てる
objective_grant_bootstraps_yard	運動場を建てる
objective_grant_bootstraps_kitchen	厨房を建てる
objective_grant_bootstraps_canteen	食堂を建てる
objective_grant_bootstraps_guard	少なくとも2人の看守を雇う
objective_grant_bootstraps_chef	少なくとも2人の料理人を雇う

objective_grant_administration	管理センター
objective_grant_administration_description	刑務所を責任を持って運営するには、管理センターがしっかり機能していなければならない。この助成金は、刑務所長と会計士の雇用、そしてそのオフィスの建設費用を負担する。これが済んだら、連邦政府の提供するすべての助成金制度が利用できるようになる。
objective_grant_administration_offices	オフィスを2つ建てる
objective_grant_administration_warden	刑務所長を雇う
objective_grant_administration_accountant_research	「役所仕事」から「財政」をアンロックする
objective_grant_administration_accountant	会計士を雇う

objective_grant_firstcellblock	独房棟A
objective_grant_firstcellblock_description	施設の基本的な部分が機能し始めた。次は独房棟を建て、受刑者たちを独房に移動させよう。
objective_grant_firstcellblock_cells	受刑者収容数を15にアップ

objective_grant_health	受刑者の健康と幸せ
objective_grant_health_description	受刑者の身体的かつ精神的な健康は重要だ。この助成金は、最新の設備が整った医療室の建設と、受刑者の健康管理を行う医師および精神分析医の雇用に使われる。
objective_grant_health_ward	医療室を建てる
objective_grant_health_doctors	少なくとも２人の医師を雇う
objective_grant_health_psychologist	精神分析医を1人雇う（オフィスが必要）

objective_grant_bailout	政府による救済措置
objective_grant_bailout_description	刑務所の現状に政府は大きな不満を抱いているが、同時に大規模の刑務所に見切りをつけるわけにはいかないと考えている。刑務所を破産から救うため、税金からの資金援助が提供された。君はこれから会計簿の決算を行い、プラスのキャッシュフロー（1日の収益が支出より高い状態）を達成するとともに、銀行への借金を返済しなければならない。
objective_grant_bailout_cashflow	支出より多い収益を達成
objective_grant_bailout_debt	借金を返済


objective_grant_maintenance	刑務所のメンテナンス
objective_grant_maintenance_description	職員と受刑者の安全を確保するには、刑務所とその敷地の維持およびメンテナンスがとても重要だ。刑務所の衛生と秩序を保つのに必要な職員を雇おう。
objective_grant_maintenance_research_root	「役所仕事」から「メンテナンス」をアンロック
objective_grant_maintenance_research_cleaning	「役所仕事」から「清掃」をアンロック
objective_grant_maintenance_research_groundskeeping	「役所仕事」から「敷地管理」をアンロック
objective_grant_maintenance_foreman	作業主任を雇う（オフィスが必要）
objective_grant_maintenance_janitor	少なくとも2人の清掃人を雇う
objective_grant_maintenance_gardener	庭師を雇う

objective_grant_visitation	面会
objective_grant_visitation_description	この地方のいくつかの刑務所が、受刑者に面会の権利を与えなかったとして告訴されている。この刑務所の投資家たちはそのようなスキャンダルを望んでおらず、適切な面会施設を建てるためにこの助成金を提供してくれた。
objective_grant_visitation_room	面会室を作る
objective_grant_visitation_tables	面会者のためのテーブルを少なくとも3台追加する
objective_grant_visitation_commonroom	共有ルームを作る
objective_grant_visitation_pooltable	ビリヤード台を追加
objective_grant_visitation_tv	少なくとも2台のテレビを追加
objective_grant_visitation_phones	少なくとも5個の電話ボックスを作る

objective_grant_basicsecurity	セキュリティ体制の認定
objective_grant_basicsecurity_description	新しい刑務所がよく陥る状況として挙げられるのが、職員が施設に慣れていないために起こるセキュリティ上の過失である。セキュリティを適切なレベルまで上げ、初期のトラブルが後にこの刑務所の評価に悪影響を及ぼすことがないようにしよう。
objective_grant_basicsecurity_chief	看守長を雇う（オフィスが必要）
objective_grant_basicsecurity_guards	看守を１0人雇う
objective_grant_basicsecurity_patrols	巡回ルートに看守を3人配置する
objective_grant_basicsecurity_research	「役所仕事」から「パトロール」をアンロック

objective_grant_enhancedsecurity	政府によるセキュリティ評価
objective_grant_enhancedsecurity_description	政府は、一定のサイズを超える刑務所のセキュリティに関し、特定の必須条件を設けている。この条件が満たされない場合、刑務所には高額の罰金が課される。そのようなことがないよう体制を整えよう。
objective_grant_enhancedsecurity_armoury	武器庫を建てる
objective_grant_enhancedsecurity_kennel	犬舎を建てる
objective_grant_enhancedsecurity_guards	武装警備員を2人雇う
objective_grant_enhancedsecurity_dogs	警察犬訓練士を2人雇う
objective_grant_enhancedsecurity_patroldogs	2人の警察犬訓練士に「パトロール（警察犬）」を担当させる
objective_grant_enhancedsecurity_patrolarmed	2人の武装警備員にパトロールを担当させる

objective_grant_advancedsecurity	厳重警備施設の構築
